target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Phenylacetic acid degradation protein paaC	DEG10180238	KB897718	1	5677	0	None	21	1	0.6	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB897718/index.html	cluster-1	t1pks	ctg1_50	Streptomyces sp. CNY243	Actinobacteria	False	False	0	0	0	0	1
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	LMIU01000026	0	5364	0	None	50	1	0.05	0.64	27.3671254644	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMIU01000026/index.html	cluster-1	hserlactone-t1pks-nrps	ASE30_18415	Achromobacter sp. Root83	Proteobacteria	False	False	0	0	0	0	0
RNA polymerase sigma-54 factor	DEG10180476	CP010978	2	9607	0	None	2	35	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP010978/index.html	cluster-1	transatpks-nrps	JBW_00852	Pelosinus fermentans JBW45	Firmicutes	False	False	0	0	1	1	0
Hypothetical protein ydgE	DEG10180267	MUXL01000001	2	6701	0	None	8	1	0.68	0.04	0.235849056604	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUXL01000001_890317_1191594/index.html	cluster-1	transatpks-otherks-nrps	ctg1_98	Bacillus intestinalis	Firmicutes	False	False	0	0	1	0	1
Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DEG10180122	NW_019152105	1	9083	0	None	9	0	0.8	0.1	4.63163843431	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_019152105/index.html	cluster-1	hserlactone-t1pks	ctg1_154	Drosophila obscura	Metazoa	False	False	0	0	1	0	0
Phenylacetic acid degradation protein paaY	DEG10180240	RAWG01000009	3	3505	2	[u'NZ_RAWK01000004', u'RAWA01000013']	14	1	0.28	0.31	6.77205735003	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWG01000009/index.html	cluster-1	t1pks-nrps	D7X12_02640	Corallococcus sp. CA040B	Proteobacteria	False	False	1	1	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	CP009483	2	469	0	None	207	2	0.47	0.0	31.6190389641	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009483_228015_535317/index.html	cluster-2	t1pks-nrps	ctg1_246	Mycobacterium kansasii 824	Actinobacteria	False	False	1	0	0	1	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	ASSJ01000064	0	5599	0	None	87	1	0.28	0.0	25.1980857522	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ASSJ01000064/index.html	cluster-1	t1pks	KR51_00025180	Rubidibacter lacunae KORDI 51-2	Cyanobacteria	False	False	0	0	0	0	0
Arginine repressor	DEG10180483	MVHT01000018	2	9919	10	[u'LQOR01000041', u'LQPD01000043', u'LQPF01000100', u'LQPJ01000141', u'LQPW01000174', u'LZLE01000041', u'LZLX01000136', u'NCXP01000008', u'NZ_UPHP01000058', u'PEDE01000109']	12	1	-0.03	0.79	5.35858050988	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHT01000018/index.html	cluster-1	t3pks-t1pks	BST27_09010	Mycobacterium intermedium	Actinobacteria	False	False	0	1	1	0	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	JAGZ01000001	1	8684	7	[u'KK338939', u'LT841359', u'LZHV01000055', u'LZKE01000216', u'LZKS01000106', u'MVIK01000003', u'NAVI01000034']	26	1	0.3	0.0	9.38179818728	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAGZ01000001/index.html	cluster-1	t3pks-t1pks	ctg1_33	Mycobacterium genavense ATCC 51234	Actinobacteria	False	False	0	1	0	0	0
Vitamin B12 transport periplasmic protein btuE	DEG10180286	NW_020194348	1	6555	0	None	4	0	-1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_020194348/index.html	cluster-3	t1pks-nrps	P168DRAFT_275289	Aspergillus campestris IBT 28561	Fungi	False	False	0	0	1	0	0
Multiple antibiotic resistance protein marA	DEG10180257	QJJH01000008	1	3694	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QJJH01000008/index.html	cluster-1	transatpks-nrps	DFO54_10861	Erwinia sp. AG740	Proteobacteria	False	False	1	0	0	0	0
Probable ubiquinone biosynthesis protein ubiB	DEG10180557	LMJT01000005	0	7071	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMJT01000005/index.html	cluster-1	t1pks	ASE63_16185	Bosea sp. Root381	Proteobacteria	False	False	0	0	0	0	0
DNA pantothenate metabolism flavoprotein	DEG10180538	CP019913	2	2092	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP019913/index.html	cluster-3	t1pks-otherks	B2D07_11615	Desulfococcus multivorans	Proteobacteria	False	False	1	0	1	0	0
Hypothetical protein ybjS	DEG10180141	MNUR01000011	2	3880	0	None	6	1	-1.0	nan	2.80528052805	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MNUR01000011/index.html	cluster-1	t1pks-otherks	AUJ51_01365	Elusimicrobia bacterium CG1_02_56_21 (groundwater metagenome)	Elusimicrobia	False	False	1	0	1	0	0
L-arabinose transport ATP-binding protein araG	DEG10180323	NZ_QPJT01000010	2	2567	0	None	12	0	0.5	0.12	8.94340634817	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QPJT01000010/index.html	cluster-2	transatpks	DFR58_RS10035	Anaerobacterium chartisolvens	Firmicutes	False	False	1	0	1	0	0
Peptide deformylase (EC 3.5.1.88)	DEG10180488	AJYU01000139	1	6170	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AJYU01000139/index.html	cluster-1	t1pks-nrps	ctg1_49	Vibrio ordalii FS-144	Proteobacteria	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	JYMV01023367	2	457	1	[u'CEPD01021257']	126	1	0.37	0.0	12.1821586927	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JYMV01023367/index.html	cluster-1	t1pks-PUFA-otherks	ctg1_9	hydrothermal vent metagenome	metagenomes	False	False	1	1	0	0	0
Cysteine desulfurase (EC 4.4.1.-)	DEG10180388	MTSE01000005	2	7679	0	None	19	1	0.82	0.0	0.55251973285	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTSE01000005/index.html	cluster-1	t1pks-nrps	BXP70_11930	Hymenobacter sp. MIMBbqt21	Bacteroidetes	False	False	0	0	1	0	1
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	DEG10180190	KB910518	1	9462	0	None	10	1	0.07	0.87	0.697159011585	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB910518_712072_1018011/index.html	cluster-1	t1pks-nrps	ctg1_107	Paenibacillus sp. HW567	Firmicutes	False	False	0	0	1	0	0
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	QJKF01000006	2	6489	21	[u'AXVD01000001', u'BAFR01000003', u'BAFS01000007', u'BAFU01000001', u'BAGG01000002', u'BDAZ01000001', u'BDBH01000002', u'BDBR01000036', u'BDBX01000015', u'BDBY01000087', u'BDCF01000014', u'BDCT01000027', u'CP003876', u'CP022088', u'FO082843', u'FOTX01000001', u'JNZF01000004', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005', u'QGTL01000004']	32	2	0.19	0.0	4.61659596414	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QJKF01000006/index.html	cluster-1	t1pks	DFR70_106140	Nocardia tenerifensis	Actinobacteria	False	False	0	1	0	1	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	LN877229	4	744	1	[u'MTQO01000036']	41	2	0.8	0.0	5.8901807842	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN877229/index.html	cluster-8	t1pks-nrps	CTQ90225.1	Kibdelosporangium sp. MJ126-NF4	Actinobacteria	False	False	1	1	0	1	1
Chromosomal replication initiator protein dnaA	DEG10180542	CDLW01000001	3	1878	0	None	4	6	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_2475557_2776834/index.html	cluster-1	t1pks	ctg1_107	Ralstonia solanacearum	Proteobacteria	False	False	1	0	1	1	0
Preprotein translocase secA subunit	DEG10180026	MLIM01000023	1	8641	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLIM01000023/index.html	cluster-1	t1pks	BKG78_05735	Mycobacteroides chelonae	Actinobacteria	False	False	0	0	1	0	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	QIKI01000520	1	6548	0	None	41	1	0.8	0.0	19.2539117866	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QIKI01000520/index.html	cluster-1	t1pks	ctg1_5	Rhizobiales bacterium (hydrothermal vent metagenome)	Proteobacteria	False	False	0	0	0	0	1
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	FNDX01000001	1	6076	0	None	50	3	0.05	0.64	6.1374747039	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNDX01000001/index.html	cluster-1	transatpks-nrps	SAMN05216192_101161	Paenibacillus typhae	Firmicutes	False	False	0	0	0	1	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	CP002479	2	2578	0	None	87	12	0.28	0.0	11.0811337023	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP002479/index.html	cluster-1	t1pks	GM18_2744	Geobacter sp. M18	Proteobacteria	False	False	1	0	0	1	0
Aspartyl-tRNA synthetase (EC 6.1.1.12)	DEG10180315	CP006872	3	4737	0	None	7	2	-0.5	0.67	15.6925787511	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006872_3485231_3823535/index.html	cluster-1	transatpks-otherks-nrps	ctg1_119	Paenibacillus polymyxa SQR-21	Firmicutes	False	False	1	0	1	1	0
30S ribosomal protein S12	DEG10180510	UHIQ01000001	1	5911	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UHIQ01000001_2687606_3019550/index.html	cluster-1	t1pks	ctg1_153	Tsukamurella paurometabola	Actinobacteria	False	False	0	0	1	0	0
2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (EC 2.3.1.117)	DEG10180036	POUA01000094	1	6424	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/POUA01000094/index.html	cluster-1	t1pks	C1I98_14330	Sphaerisporangium sp. 7K107	Actinobacteria	False	False	0	0	1	0	0
Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	DEG10180029	JTHG01000131	1	6379	0	None	16	1	-0.13	0.73	7.44869495915	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTHG01000131/index.html	cluster-1	t1pks	QR79_15360	Methylobacterium platani	Proteobacteria	False	False	0	0	1	0	0
Hypothetical ABC transporter ATP-binding protein ynjD	DEG10180300	NZ_MAFB01000002	2	3630	0	None	25	0	0.54	0.0	2.03874727372	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MAFB01000002/index.html	cluster-1	t2pks-t1pks	B4403_RS02720	Mycobacterium sp. D17A2	Actinobacteria	False	False	1	0	0	0	1
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	AP018207	1	6575	0	None	50	36	0.05	0.64	21.4582612624	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP018207_8146746_8485608/index.html	cluster-2	t1pks-nrps	ctg1_81	Calothrix brevissima NIES-22	Cyanobacteria	False	False	0	0	0	1	0
Putative electron transfer flavoprotein subunit ydiR	DEG10180283	CP009282	2	4301	0	None	3	1	nan	nan	11.8389491719	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009282_3949620_4315728/index.html	cluster-1	transatpks-otherks-nrps	ctg1_113	Paenibacillus sp. FSL R5-0912	Firmicutes	False	False	1	0	1	0	0
Ribonuclease III (EC 3.1.26.3)	DEG10180397	LQOY01000025	2	9795	6	[u'AEZF01000001', u'CTEE01000001', u'FUEZ01000003', u'LT721901', u'LZJB01000625', u'LZSC01000072']	10	1	0.39	0.06	2.83585540986	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOY01000025/index.html	cluster-1	t1pks-nrps	AWC08_15870	Mycobacterium gordonae	Actinobacteria	False	False	0	1	1	0	0
D-alanine--D-alanine ligase B (EC 6.3.2.4)	DEG10180021	LYXA01000001	1	8482	0	None	9	1	0.5	0.67	12.3017717933	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LYXA01000001_1036498_1570934/index.html	cluster-3	t1pks	ctg1_276	Cylindrospermopsis raciborskii CS-505	Cyanobacteria	False	False	0	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	NSHF01000001	3	11	2	[u'AP018318', u'LIRN01000031']	207	2	0.47	0.0	34.7515906823	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NSHF01000001/index.html	cluster-1	t1pks-nrps	CK516_00115	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	Cyanobacteria	False	False	1	1	0	1	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	CP015093	1	9808	0	None	132	53	0.26	0.0	38.0994913049	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015093/index.html	cluster-1	t1pks	Ga0080574_TMP2179	Pelagibaca abyssi	Proteobacteria	False	False	0	0	0	1	0
Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	DEG10180125	MBEM01000211	2	2131	0	None	10	0	0.21	0.64	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBEM01000211/index.html	cluster-1	t1pks	A5736_00075	Mycobacterium sp. SP-6446	Actinobacteria	False	False	1	0	1	0	0
30S ribosomal protein S2	DEG10180039	PBVT01000085	0	7959	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PBVT01000085/index.html	cluster-1	t1pks	CMH54_11695	Myxococcales bacterium (marine metagenome)	Proteobacteria	False	False	0	0	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	CP019082	1	9942	0	None	132	2	0.26	0.0	22.8308315756	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019082_342319_648476/index.html	cluster-1	t1pks-otherks	ctg1_102	Paludisphaera borealis	Planctomycetes	False	False	0	0	0	1	0
Probable inorganic polyphosphate ATP-NAD kinase (EC 2.7.1.23)	DEG10180410	CP007142	1	9520	0	None	1	30	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007142/index.html	cluster-2	t1pks-nrps	YC6258_03203	Gynuella sunshinyii YC6258	Proteobacteria	False	False	0	0	0	1	0
Protein yebC	DEG10180313	NBMB01000021	2	4129	0	None	9	1	-0.4	0.6	0.067289719626	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NBMB01000021/index.html	cluster-1	t1pks-nrps	B6244_07135	Candidatus Cloacimonetes bacterium 4572_55 (marine sediment metagenome)	Candidatus Cloacimonetes	False	False	1	0	1	0	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	AP018326	1	8132	0	None	50	27	0.05	0.64	45.2803738318	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP018326/index.html	cluster-1	bacteriocin-lantipeptide-t1pks-nrps	NIES4070_00770	Nostoc commune HK-02	Cyanobacteria	False	False	0	0	0	1	0
tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)	DEG10180589	CP027429	1	8956	0	None	6	1	0.5	0.67	2.72175041283	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP027429_1920597_2254497/index.html	cluster-2	transatpks-nrps	ctg1_112	Bacillus velezensis	Firmicutes	False	False	0	0	1	0	0
Octaprenyl-diphosphate synthase (EC 2.5.1.-)	DEG10180474	LIVW01000001	2	5001	0	None	4	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIVW01000001_1685006_1985731/index.html	cluster-1	ectoine-arylpolyene-t1pks-nrps-butyrolactone-ladderane	ctg1_130	Streptomyces sp. CB02115	Actinobacteria	False	False	0	0	1	1	0
Protein yadF	DEG10180031	CP000698	2	9766	0	None	3	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP000698/index.html	cluster-1	t1pks-otherks	ctg1_259	Geobacter uraniireducens Rf4	Proteobacteria	False	False	0	0	1	1	0
Hypothetical protein yfcH	DEG10180360	NIBS01000014	4	3232	1	[u'NIBV01000002']	8	1	1.0	0.0	4.04135338346	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NIBS01000014/index.html	cluster-1	nrps-t1pks-PUFA-otherks	Xbud_02630	Xenorhabdus budapestensis	Proteobacteria	False	False	1	1	1	0	1
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	DEG10180210	LT629971	2	8752	0	None	7	1	1.0	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT629971_2418834_2720102/index.html	cluster-1	t1pks-nrps	ctg1_138	Mycobacterium rutilum	Actinobacteria	False	False	0	0	1	0	1
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	JPWJ01000006	2	954	0	None	87	3	0.28	0.0	15.707188436	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPWJ01000006/index.html	cluster-1	t1pks-arylpolyene-nrps	TH44_12830	Thalassospira xiamenensis	Proteobacteria	False	False	1	0	0	1	0
DNA ligase (EC 6.5.1.2)	DEG10180367	LMCT01000008	1	9470	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMCT01000008/index.html	cluster-1	butyrolactone-t3pks-t1pks	ASC99_21820	Kitasatospora sp. Root107	Actinobacteria	False	False	0	0	1	0	0
50S ribosomal protein L2	DEG10180503	BBCG01000005	0	9333	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBCG01000005/index.html	cluster-1	nrps-transatpks-otherks	ctg1_54	Cellulosilyticum ruminicola JCM 14822	Firmicutes	False	False	0	0	0	0	0
30S ribosomal protein S20	DEG10180004	LQOY01000207	3	7824	6	[u'CP028731', u'LZIL01000069', u'LZIS01000051', u'LZLQ01000015', u'LZSE01000029', u'LZSX01000025']	8	1	0.63	0.0	4.50625428476	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOY01000207/index.html	cluster-2	t1pks	AWC08_02980	Mycobacterium gordonae	Actinobacteria	False	False	0	1	1	0	1
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	DCAA01000001	2	12	1	[u'PAIH01000054']	126	1	0.37	0.0	21.9481325644	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DCAA01000001/index.html	cluster-1	t1pks-otherks	ctg1_56	Planctomycetes bacterium UBA1146 (hydrothermal vent metagenome)	Planctomycetes	False	False	1	1	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	KB913027	2	6697	1	[u'NZ_JOIZ01000009']	132	45	0.26	0.0	23.8507530619	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913027_4198471_4701115/index.html	cluster-3	t1pks-nrps	ctg1_106	Salinispora pacifica DSM 45546 = CNT-133	Actinobacteria	False	False	0	1	0	1	0
Cell division ATP-binding protein ftsE	DEG10180522	CP015199	2	3763	0	None	89	8	0.46	0.0	37.261436463	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015199/index.html	cluster-1	t1pks-terpene-otherks	A0O34_20970	Chryseobacterium sp. IHBB 10212	Bacteroidetes	False	False	1	0	0	1	0
Prolyl-tRNA synthetase (EC 6.1.1.15)	DEG10180054	MIET01000014	1	7508	0	None	9	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MIET01000014/index.html	cluster-1	transatpks-nrps	BGP78_09485	Pseudoalteromonas sp. MSK9-3	Proteobacteria	False	False	0	0	1	0	0
Oligopeptide transport system permease protein oppC	DEG10180213	QAOE01000003	2	7134	0	None	5	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QAOE01000003/index.html	cluster-3	transatpks-nrps	DBL67_10485	Paenibacillus polymyxa	Firmicutes	False	False	0	0	1	1	0
S-adenosylmethionine synthetase (EC 2.5.1.6)	DEG10180439	PHUB01000003	3	4920	0	None	20	1	0.67	0.01	4.74036039527	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHUB01000003/index.html	cluster-1	butyrolactone-melanin-t2pks-t1pks-nrps	BX280_6795	Streptomyces sp. Ag109_G2-1	Actinobacteria	False	False	1	0	1	0	1
50S ribosomal protein L25	DEG10180349	CP003468	2	4285	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003468/index.html	cluster-2	transatpks-nrps	SSDC_00965	Candidatus Profftella armatura	Proteobacteria	False	False	1	0	1	0	0
Hypothetical protein ybjK	DEG10180136	JOCA01000039	0	6521	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOCA01000039/index.html	cluster-1	terpene-t1pks	ctg1_5	Streptomyces sp. NRRL WC-3626	Actinobacteria	False	False	0	0	0	0	0
Succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	DEG10180376	FULE01000014	1	5964	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FULE01000014/index.html	cluster-1	t1pks	VR7878_00980	Vibrio ruber DSM 16370	Proteobacteria	False	False	0	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	CP003678	3	981	1	[u'QRAP01000001']	207	2	0.47	0.0	27.0840303609	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP003678/index.html	cluster-1	t1pks-nrps	A3UG_02295	Enterobacter cloacae subsp. dissolvens SDM	Proteobacteria	False	False	1	1	0	1	0
Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive (EC 4.1.2.15)	DEG10180285	LZJS01000156	1	6945	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJS01000156/index.html	cluster-1	t1pks-nrps	A5685_13140	Mycobacterium colombiense	Actinobacteria	False	False	0	0	1	0	0
