target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
Acetylornithine/succinyldiaminopimelate aminotransferase	AEZG01000001	sp_P18335_ARGD_ECOLI	11410	11834	4793	5995	cluster-1	t3pks-t1pks	1-48354	5415	Mycobacterium tuberculosis variant bovis BCG str. ATCC 35740 (Mycobacterium bovis BCG str. Russia)	Actinobacteria	0	-1.00	0	443304	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AEZG01000001/index.html
Homoserine O-succinyltransferase	CP013449	sp_P07623_METAS_ECOLI	1088946	1089367	1081574	1082512	cluster-3	t1pks	1068912-1130511	6434	Burkholderia sp. Bp7605	Proteobacteria	0	-1.00	0	2042468	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP013449/index.html
Methionine-tRNA ligase	CP012673	sp_P00959_SYM_ECOLI	12687075	12687499	12675195	12677306	cluster-38	t1pks	12666969-12723109	9769	Sorangium cellulosum	Proteobacteria	0	-1.00	0	14557589	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP012673/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	DIYQ01000012	sp_P18335_ARGD_ECOLI	61	497	4064	5362	cluster-1	t1pks	1-13997	3567	Cyanobacteria bacterium UBA6050 (coral metagenome)	Cyanobacteria	0	-1.00	1	13997	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DIYQ01000012/index.html
Aminodeoxychorismate synthase component 1	LMTQ02000032	sp_P05041_PABB_ECOLI	10180	10607	14995	17178	cluster-1	t1pks-nrps	1-71553	4388	Streptomyces sp. AVP053U2	Actinobacteria	0	-1.00	1	88628	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMTQ02000032/index.html
Proline--tRNA ligase	FPIX01000017	sp_P16659_SYP_ECOLI	16991	17415	7782	9449	cluster-1	t1pks-nrps	1-43781	7542	Pseudomonas sp. NFACC16-2	Proteobacteria	0	-1.00	0	124667	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FPIX01000017/index.html
Aminodeoxychorismate synthase component 2	NQOS01000067	sp_P00903_PABA_ECOLI	17589	18016	14536	16747	cluster-1	t1pks	1-34813	842	Streptomyces sp. Alain-F2R5	Actinobacteria	0	-1.00	1	34813	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NQOS01000067/index.html
Proline--tRNA ligase	MAFN01000013	sp_P16659_SYP_ECOLI	187327	187749	177384	179186	cluster-3	t1pks	167319-213600	8141	Mycobacterium sp. 96-892	Actinobacteria	0	-1.00	0	277335	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAFN01000013/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LQPJ01000141	sp_P18335_ARGD_ECOLI	10082	10507	3359	4549	cluster-1	t3pks-t1pks	1-27191	5533	Mycobacterium palustre	Actinobacteria	0	-1.00	0	27191	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPJ01000141/index.html
Aminodeoxychorismate synthase component 2	FNPT01000001	sp_P00903_PABA_ECOLI	1262865	1263293	1255183	1255785	cluster-1	transatpks-nrps	1173584-1313754	7080	Lysobacter sp. yr284	Proteobacteria	0	-1.00	0	1332796	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNPT01000001_1115085_1332796/index.html
Aminodeoxychorismate synthase component 1	CP019724	sp_P05041_PABB_ECOLI	8030308	8030735	8035327	8037519	cluster-2	indole-t1pks	7869144-8055003	4592	Streptomyces pactum	Actinobacteria	0	-1.00	2	8550793	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP019724/index.html
Threonine--tRNA ligase	AXAM01000058	sp_P0A8M3_SYT_ECOLI	14262	14703	10951	12624	cluster-1	t1pks-otherks	1-22527	1638	Desulfosarcina sp. BuS5	Proteobacteria	0	-1.00	1	22527	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AXAM01000058/index.html
beta-lactamase	HK492615	beta_lactamase	4652	5076	12706	13566	cluster-1	t1pks	1-15108	7630	Unknown	None	0	-1.00	0	15108	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HK492615/index.html
Transcriptional regulatory protein WalR	BBCM01000004	sp_Q9RDT5_WALR_STAAU	59630	60090	55421	56119	cluster-1	t1pks-nrps	43830-95315	3511	[Clostridium] straminisolvens JCM 21531	Firmicutes	0	-1.00	2	111518	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBCM01000004/index.html
Phenylalanine--tRNA ligase alpha subunit	KB913032	sp_P08312_SYFA_ECOLI	487899	488322	482639	483703	cluster-2	t1pks	467895-513075	4196	Amycolatopsis alba DSM 44262	Actinobacteria	0	-1.00	0	9811274	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913032_279570_639178/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	NZ_PEKU01000015	sp_P18335_ARGD_ECOLI	90696	91125	88327	89703	cluster-1	t1pks-nrps	54938-117346	993	Streptomyces sp. JV178	Actinobacteria	0	-1.00	0	344318	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_PEKU01000015/index.html
Aminodeoxychorismate synthase component 1	CP014485	sp_P05041_PABB_ECOLI	7035846	7036273	7040556	7042727	cluster-2	lantipeptide-t1pks-nrps	6905180-7170504	4283	Streptomyces albus	Actinobacteria	0	-1.00	2	7170504	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014485_6844841_7170504/index.html
Lon protease	PDZT01000002	sp_P0A9M0_LON_ECOLI	39371	39800	35028	37397	cluster-1	t1pks-nrps	17608-69941	1974	Deltaproteobacteria bacterium YD0425bin50 (sediment metagenome)	Proteobacteria	0	-1.00	2	69941	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDZT01000002/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LQPF01000100	sp_P18335_ARGD_ECOLI	37	462	8818	10008	cluster-1	t3pks-t1pks	1-16327	8356	Mycobacterium lacus	Actinobacteria	0	-1.00	0	16327	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPF01000100/index.html
Aspartate--tRNA ligase	AIPP01000138	sp_P21889_SYD_ECOLI	573834	574271	566932	568701	cluster-1	transatpks	553204-610289	5133	Paenibacillus polymyxa OSY-DF	Firmicutes	0	-1.00	0	610289	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AIPP01000138/index.html
Aminodeoxychorismate synthase component 1	RAVX01000005	sp_P05041_PABB_ECOLI	550165	550600	547563	549686	cluster-4	t1pks-nrps	530157-600179	479	Corallococcus sp. AB011P	Proteobacteria	0	-1.00	1	600179	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAVX01000005/index.html
Alanine racemase	FZPS01000072	sp_P0A6B4_ALR1_ECOLI	3819961	3820387	3824800	3825927	cluster-1	t1pks	3799858-3842656	4413	metagenome	metagenomes	0	-1.00	8	6403909	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FZPS01000072/index.html
Aminodeoxychorismate synthase component 2	LOCL01000048	sp_P00903_PABA_ECOLI	144179	144304	148503	150710	cluster-1	t1pks-arylpolyene-nrps	120710-216544	4199	Streptomyces silvensis	Actinobacteria	0	-1.00	1	216544	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOCL01000048/index.html
Transcriptional regulatory protein WalR	KL574155	sp_Q9RDT5_WALR_STAAU	55197	55635	50326	50991	cluster-1	t1pks-otherks	34343-86840	4206	Streptomyces sp. NRRL B-24501	Actinobacteria	0	-1.00	1	88536	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL574155/index.html
DNA-directed RNA polymerase subunit alpha	QGDV01000003	sp_P0A7Z4_RPOA_ECOLI	295050	295470	304766	305752	cluster-2	t1pks	273158-318024	9296	Rathayibacter iranicus NCPPB 2253 = VKM Ac-1602	Actinobacteria	0	-1.00	0	355916	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QGDV01000003/index.html
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	AUSV01000035	sp_P17169_GLMS_ECOLI	41757	42188	34939	36759	cluster-1	transatpks-lantipeptide	1-66645	4998	Pseudoalteromonas luteoviolacea 2ta16	Proteobacteria	0	-1.00	1	169821	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUSV01000035/index.html
Elongation factor G	FPJO01000031	sp_P0A6M8_EFG_ECOLI	40257	40719	48890	50995	cluster-1	bacteriocin-t1pks-otherks	13341-79234	8171	Streptomyces atratus	Actinobacteria	0	-1.00	0	79234	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FPJO01000031/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	CP001068	sp_P0A725_LPXC_ECOLI	1220374	1220799	1219477	1220370	cluster-1	t1pks	1200370-1248040	4	Ralstonia pickettii 12J	Proteobacteria	0	-1.00	2	3942557	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP001068_822533_1378034/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	NKEX01000003	sp_P0A725_LPXC_ECOLI	275736	276162	283360	284277	cluster-1	t1pks	255732-303363	7198	Burkholderia sp. AU15512	Proteobacteria	0	-1.00	0	2136917	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKEX01000003_125744_427021/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	LOYC01000030	sp_P0A725_LPXC_ECOLI	414970	415396	414052	414969	cluster-1	t1pks	394966-442609	1	Burkholderia sp. MSMB1072	Proteobacteria	0	-1.00	2	689456	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOYC01000030/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	FO203510	sp_P18335_ARGD_ECOLI	1938724	1939148	1932107	1933309	cluster-2	t3pks-t1pks	1917544-1975669	5415	Mycobacterium canettii CIPT 140070017	Actinobacteria	0	-1.00	0	4524466	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO203510_1641037_2102595/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZJL01000168	sp_P18335_ARGD_ECOLI	11246	11671	4684	5829	cluster-1	t3pks-t1pks	1-48218	5417	Mycobacterium sp. E1319	Actinobacteria	0	-1.00	0	49075	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJL01000168/index.html
Transcriptional regulatory protein WalR	NZ_LJCU01000280	sp_Q9RDT5_WALR_STAAU	92683	93120	102595	103299	cluster-2	t1pks-otherks	67451-119230	9475	Actinobacteria bacterium OK006	Actinobacteria	0	-1.00	0	251517	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LJCU01000280/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP003233	sp_P18335_ARGD_ECOLI	1870467	1870891	1863847	1865049	cluster-2	t3pks-t1pks	1849617-1907434	5418	Mycobacterium tuberculosis RGTB327	Actinobacteria	0	-1.00	0	4380119	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003233_1726930_2028193/index.html
Elongation factor Tu 1	NZ_KQ948036	sp_P0CE47_EFTU1_ECOLI	59143	59187	67408	68580	cluster-1	t1pks-otherks	56655-108691	8221	Streptomyces cellostaticus	Actinobacteria	0	-1.00	0	147351	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KQ948036/index.html
ECF RNA polymerase sigma-E factor	FNSO01000004	sp_P0AGB6_RPOE_ECOLI	6004676	6005101	6001571	6002950	cluster-2	thiopeptide-t1pks-nrps	5973607-6082404	1726	Amycolatopsis tolypomycina	Actinobacteria	0	-1.00	3	8172406	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSO01000004_5854682_6182887/index.html
ATP-dependent Clp protease proteolytic subunit	LGEK01000024	sp_P0A6G7_CLPP_ECOLI	49349	49772	39897	40583	cluster-1	t1pks-nrps	24693-58611	8766	Mucilaginibacter sp. L294	Bacteroidetes	0	-1.00	0	58611	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGEK01000024/index.html
Serine--tRNA ligase	CM002271	sp_P0A8L1_SYS_ECOLI	6955490	6955913	6965125	6966402	cluster-2	t1pks-butyrolactone-nrps	6885242-7023245	9212	Streptomyces sp. GBA 94-10	Actinobacteria	0	-1.00	2	7026038	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM002271_6451922_7026038/index.html
D-alanyl-D-alanine dipeptidase	LZLW01000158	sp_P77790_DDPX_ECOLI	12656	13079	6770	7462	cluster-1	t1pks	1-38164	5194	Mycobacterium kubicae	Actinobacteria	0	-1.00	0	63187	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLW01000158/index.html
2-succinylbenzoate--CoA ligase	LQMT02000005	sp_P37353_MENE_ECOLI	453237	453661	451217	452752	cluster-3	t1pks-nrps	378859-483523	485	Amycolatopsis keratiniphila subsp. keratiniphila	Actinobacteria	0	-1.00	0	483523	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQMT02000005/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	NZ_FUWS01000001	sp_P18335_ARGD_ECOLI	518047	518465	518036	527242	cluster-3	t1pks-nrps	496549-551216	429	Marinactinospora thermotolerans DSM 45154	Actinobacteria	0	-1.00	0	701120	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FUWS01000001/index.html
Serine--tRNA ligase	CP010335	sp_P0A8L1_SYS_ECOLI	4307162	4307352	4315888	4317147	cluster-1	t1pks-nrps	4246408-4329797	8536	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	0	4419839	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP010335_4156491_4419839/index.html
Transcriptional regulatory protein WalR	CP031320	sp_Q9RDT5_WALR_STAAU	7761081	7761510	7757091	7757891	cluster-5	t1pks-nrps	7664165-7850538	3190	Streptomyces armeniacus	Actinobacteria	0	-1.00	2	8083249	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html
Transcriptional regulatory protein WalR	KB891883	sp_Q9RDT5_WALR_STAAU	98028	98455	93952	94674	cluster-2	terpene-siderophore-t1pks-nrps	37624-137089	3354	Streptomyces sp. MspMP-M5	Actinobacteria	0	-1.00	1	142926	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB891883/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP021121	sp_P18335_ARGD_ECOLI	5605528	5605947	5601345	5602574	cluster-26	t1pks	5585517-5633154	2954	Streptomyces sp. SCSIO 03032	Actinobacteria	0	-1.00	4	6287975	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021121/index.html
50S ribosomal protein L11 tclQ	PBDL01000073	tclQ_L11	19810	20256	14227	14652	cluster-1	t1pks-PUFA-otherks	1-35727	5158	Deltaproteobacteria bacterium (marine metagenome)	Proteobacteria	0	-1.00	0	35727	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PBDL01000073/index.html
inosine monophosphate dehydrogenase MpaF	KU234530	mpaF_IMDH	12042	12332	4345	6052	cluster-1	t1pks	1-23325	5990	Penicillium roqueforti	Fungi	0	-1.00	0	23325	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KU234530/index.html
Lon protease	CP025512	sp_P0A9M0_LON_ECOLI	881321	881741	870045	872465	cluster-1	t1pks	861319-908764	8856	Neorhizobium sp. SOG26	Proteobacteria	0	-1.00	0	3373620	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025512_608822_1032587/index.html
Lipoprotein signal peptidase	AP017375	sp_P00804_LSPA_ECOLI	2701692	2702099	2709502	2709978	cluster-1	t1pks	2680996-2729341	7403	Stanieria sp. NIES-3757	Cyanobacteria	0	-1.00	0	5319768	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP017375_2556033_2857256/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	HW607076	sp_P18335_ARGD_ECOLI	2016640	2016978	2009690	2010892	cluster-7	t3pks-t1pks	1995465-2055403	5748	synthetic construct	artificial sequences	0	-1.00	0	4991559	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HW607076/index.html
inosine monophosphate dehydrogenase MpaF	CP025288	mpaF_IMDH	297831	298255	306025	307500	cluster-1	transatpks-nrps	259733-319675	7770	Ethanoligenens harbinense	Firmicutes	0	-1.00	0	3100123	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025288_140056_449582/index.html
inosine monophosphate dehydrogenase MpaF	CP025287	mpaF_IMDH	297831	298255	306025	307500	cluster-1	transatpks-nrps	259734-319675	7770	Ethanoligenens harbinense	Firmicutes	0	-1.00	0	2974630	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025287_143915_445173/index.html
Aminodeoxychorismate synthase component 1	LZKI01000100	sp_P05041_PABB_ECOLI	2456	2878	10832	12673	cluster-1	t1pks	1-19487	7954	Mycobacterium colombiense	Actinobacteria	0	-1.00	0	19487	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKI01000100/index.html
Elongation factor Tu 1	MLCE01000037	sp_P0CE47_EFTU1_ECOLI	14287	14727	3244	4437	cluster-1	terpene-t1pks	1-42974	9850	Streptomyces sp. Tue6028	Actinobacteria	0	-1.00	0	48231	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLCE01000037/index.html
ATP-dependent Clp protease proteolytic subunit	QUAC01000116	sp_P0A6G7_CLPP_ECOLI	22022	22444	19398	20054	cluster-1	t1pks-nrps	1922-56948	1968	Streptomyces sp. NEAU-D10	Actinobacteria	0	-1.00	1	84696	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QUAC01000116/index.html
Aminodeoxychorismate synthase component 1	LJSN01000002	sp_P05041_PABB_ECOLI	152974	153397	150724	152817	cluster-1	t1pks	115985-178615	157	Streptomyces noursei	Actinobacteria	0	-1.00	2	4596274	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LJSN01000002_0_1770252/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZJW01000171	sp_P18335_ARGD_ECOLI	73063	73487	66589	67758	cluster-1	t3pks-t1pks	51924-109940	5305	Mycobacterium scrofulaceum	Actinobacteria	0	-1.00	0	173390	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJW01000171/index.html
ECF RNA polymerase sigma-E factor	FNSO01000004	sp_P0AGB6_RPOE_ECOLI	3345986	3346406	3355310	3355846	cluster-1	t1pks-butyrolactone	3318410-3369587	8904	Amycolatopsis tolypomycina	Actinobacteria	0	-1.00	3	8172406	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSO01000004_3185699_3911654/index.html
Transcriptional regulatory protein WalR	JADG01000010	sp_Q9RDT5_WALR_STAAU	349277	349715	356817	357503	cluster-4	otherks-t1pks-nrps	298501-375435	7102	Actinomadura oligospora ATCC 43269	Actinobacteria	0	-1.00	0	441953	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JADG01000010/index.html
Transcription termination factor Rho	QQNE01000017	sp_P0AG30_RHO_ECOLI	38657	39058	30975	32405	cluster-1	t1pks-nrps	18656-52866	6252	Verrucomicrobia bacterium (freshwater metagenome)	Verrucomicrobia	0	-1.00	0	52866	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQNE01000017/index.html
Proline--tRNA ligase	JAOY01000001	sp_P16659_SYP_ECOLI	836901	837323	826780	828522	cluster-2	t1pks	816893-863174	8379	Mycobacteroides abscessus MAB_030201_1061	Actinobacteria	0	-1.00	0	4759632	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAOY01000001_691885_993153/index.html
Transcriptional regulatory protein WalR	NZ_GL892011	sp_Q9RDT5_WALR_STAAU	123542	123996	116275	116961	cluster-1	t1pks-otherks	103536-154975	6581	Dysgonomonas mossii DSM 22836	Bacteroidetes	0	-1.00	0	179789	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_GL892011/index.html
beta-lactamase	CP024957	beta_lactamase	7573511	7573927	7562588	7563604	cluster-2	thiopeptide-t1pks-nrps	7543617-7600475	9907	Streptomyces cavourensis	Actinobacteria	0	-1.00	0	7600475	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP024957/index.html
Transcriptional regulatory protein WalR	JH556653	sp_Q9RDT5_WALR_STAAU	2014150	2014606	2011059	2011751	cluster-1	t1pks-nrps	1993444-2050228	2399	Hungateiclostridium cellulolyticum CD2	Firmicutes	0	-1.00	12	2192750	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH556653_1864608_2170562/index.html
Transcriptional regulatory protein WalR	ATMS01000056	sp_Q9RDT5_WALR_STAAU	112316	112734	121913	122596	cluster-1	bacteriocin-thiopeptide-transatpks-t1pks-nrps	38063-141597	9179	Paenibacillus alvei A6-6i-x	Firmicutes	0	-1.00	0	166995	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ATMS01000056/index.html
