							Rank1	Rank2			
FMHY01000002|EF-Tu|4658823|4659162|4371367|4372554|cluster-7|oligosaccharide-nrps-amglyccycl-otherks-t1pks-ladderane|4651345-4897818|286269	NW_020291017|EF-Tu|467730|468146|539893|541455|cluster-1|t1pks-nrps|447335-549173|71747	339	416	23.59882	31.898734	8.299914118	11241	10724			
CP006567|EF-Tu|1560217|1560454|5363640|5364833|cluster-3|t1pks|1536114-1579959|3803186	FNLF01000002|EF-Tu|1689504|1689930|1141523|1142713|cluster-1|t1pks-nrps|1643909-1714978|546791	237	426	23.628692	82.619647	58.99095537	11239	2539.5			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	DIYT01000049|AdmT_ACC|38559|38981|90714|91679|cluster-1|t1pks-nrps|12785-95184|51733	468	422	23.717949	45.614035	21.89608637	11238	6243.5			
CP024986|seryl-tRNA_synthetase|171147|171543|98440|99717|cluster-1|butyrolactone-t2pks-t1pks-nrps|37383-205074|71430	LN831790|seryl-tRNA_synthetase|1095491|1095796|347431|348708|cluster-1|nrps-transatpks-terpene-otherks|1046004-1155931|746783	396	305	23.737374	59.764706	36.02733215	11237	4626			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP002047|SalI_beta_proteasome|2722473|2722881|3009209|3010054|cluster-3|t1pks|2625076-2747000|286328	240	408	23.75	100	76.25	11236	396			
CP003943|GyrB-R|6301085|6301535|3117750|3119687|cluster-2|t1pks-otherks|6281075-6333583|3181398	CP013984|GyrB-R|2251693|2252112|1841777|1843744|cluster-2|nrps-transatpks-otherks|2231589-2312550|407949	450	419	23.777778	51.782946	28.00516796	11235	5574.5			
CP010519|ArgK_OTCase|7961279|7961628|1178307|1179320|cluster-2|t1pks-nrps|7925460-8051064|6781959	CP025546|ArgK_OTCase|5144729|5145154|3061812|3062738|cluster-1|t1pks-nrps|5124717-5184143|2081991	349	425	23.782235	37.982196	14.19996089	11234	9413			
CP007142|agnB2_Leu-tRNA-syn|3165804|3166089|3322579|3325152|cluster-1|transatpks-ectoine-otherks|3070289-3202401|156490	CP021434|agnB2_Leu-tRNA-syn|5056319|5056746|4904010|4906469|cluster-2|lantipeptide-t1pks-nrps|5023301-5178894|149850	285	427	23.859649	48.541424	24.68177445	11232.5	5841			
CP007142|agnB2_Leu-tRNA-syn|3165804|3166089|3322579|3325152|cluster-1|transatpks-ectoine-otherks|3070289-3202401|156490	KV411304|agnB2_Leu-tRNA-syn|3556014|3556453|3213464|3215959|cluster-4|t1pks-otherks|3535343-3586667|340055	285	439	23.859649	38.856476	14.99682696	11232.5	9043.5			
CP008972|ArgK_OTCase|1683004|1683427|1249786|1250709|cluster-1|t1pks|1667707-1710676|432295	LQPV01000068|ArgK_OTCase|36541|36966|202970|203896|cluster-1|t1pks-nrps|1-86056|166004	423	425	23.877069	85.993485	62.11641678	11231	1734.5			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	CM002271|seryl-tRNA_synthetase|420446|420871|59637|60914|cluster-2|t3pks-t1pks-nrps|366365-471413|359532	339	425	23.893805	74.64455	50.75074445	11229	3184			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	FNTD01000004|seryl-tRNA_synthetase|6926263|6926675|6076093|6077370|cluster-3|transatpks-t1pks-nrps|6903276-6955834|848893	339	412	23.893805	72.274882	48.38107621	11229	3255			
CP015163|GyrB-R|2751533|2751872|7988557|7990614|cluster-1|t1pks-nrps|2673780-2768219|5236685	CP020894|GyrB-R|3727405|3727820|2570841|2573258|cluster-1|t1pks-nrps|3706307-3766495|1154147	339	415	23.893805	33.430657	9.536851625	11229	10548.5			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	PEFS01000001|AdmT_ACC|6884422|6884844|1832660|1834345|cluster-1|lantipeptide-t1pks|6864422-6925319|5050077	468	422	23.931624	36.491228	12.55960414	11227	9983.5			
CP010849|seryl-tRNA_synthetase|531976|532376|204424|205701|cluster-1|t2pks-t1pks|511967-653732|326275	CP015588|seryl-tRNA_synthetase|1989618|1990042|3333321|3334598|cluster-1|t1pks|1969593-2014923|1343279	400	424	24	74.588235	50.58823529	11226	3191.5			
FQ859185|EF-Tu|6195966|6196307|3790740|3791933|cluster-4|t1pks-butyrolactone-nrps|6163657-6250787|2404033	LNBE01000002|EF-Tu|830910|831319|69696|70880|cluster-10|t1pks|810899-876685|760030	341	409	24.046921	45.34005	21.29312956	11225	6359			
LN997842|EF-Tu|1620573|1620955|2084827|2085996|cluster-2|t2pks-t1pks-otherks|1583764-1641835|463872	QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	382	425	24.08377	90.745501	66.66173165	11224	1254			
FMHW01000002|seryl-tRNA_synthetase|3770563|3770949|79056|80345|cluster-1|t2pks-t1pks-otherks|3750558-3809934|3690218	MVGR01000005|seryl-tRNA_synthetase|139185|139640|544774|546057|cluster-1|otherks-t1pks-nrps|83960-162989|405134	386	455	24.093264	40.09324	15.99997584	11223	8422			
CP026652|GyrB-R|1844422|1844762|2235468|2237591|cluster-2|butyrolactone-t1pks|1817790-1879981|390706	QHCP01000013|GyrB-R|180182|180599|121432|123483|cluster-2|t1pks-otherks|116204-207035|56699	340	417	24.117647	50.353607	26.23595973	11222	5712			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	FNST01000002|AdmT_ACC|7131138|7131555|671040|672644|cluster-1|t1pks|7111127-7190610|6458494	468	417	24.145299	28.77193	4.626630679	11221	10895			
CP012752|agnB2_Leu-tRNA-syn|7133618|7133916|3637233|3639773|cluster-3|t2pks-t1pks-nrps|7113539-7198254|3493845	CP023778|agnB2_Leu-tRNA-syn|1839099|1839515|2714877|2717372|cluster-2|t1pks|1729926-1866425|875362	298	416	24.161074	62.293144	38.13207038	11220	4051.5			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP022161|SalI_beta_proteasome|5663171|5663597|2879589|2880443|cluster-2|t1pks-otherks|5651853-5699753|2782728	240	426	24.166667	53.380783	29.21411625	11218.5	5423			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	QMEY01000002|SalI_beta_proteasome|399667|400077|454117|454941|cluster-4|t2pks-t1pks|309931-434941|54040	240	410	24.166667	50.177936	26.01126928	11218.5	5725.5			
LN831790|seryl-tRNA_synthetase|119742|120201|347431|348708|cluster-1|t1pks|99264-143430|227230	PJMO01000001|seryl-tRNA_synthetase|879485|879909|7679790|7681067|cluster-2|t1pks-nrps|857633-913212|6799881	459	424	24.183007	71.294118	47.11111111	11217	3379			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	CP008983|seryl-tRNA_synthetase|1110843|1111265|3969307|3970566|cluster-1|t1pks|1105724-1135637|2858042	339	422	24.188791	38.625592	14.43680186	11216	9091.5			
LGTC01000001|agnB2_Leu-tRNA-syn|1711617|1711873|2657598|2660072|cluster-1|t1pks|1690391-1738733|945725	QVIG01000001|agnB2_Leu-tRNA-syn|7721939|7722360|4301933|4304827|cluster-1|bacteriocin-t1pks-lassopeptide-nrps|7698553-7785912|3417112	256	421	24.21875	42.23301	18.01425971	11215	7428			
CP008972|ArgK_OTCase|1683004|1683427|1249786|1250709|cluster-1|t1pks|1667707-1710676|432295	HG964937|ArgK_OTCase|594726|595151|1871289|1872215|cluster-1|t1pks|573162-621522|1276138	423	425	24.349882	85.993485	61.64360355	11214	1734.5			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	RBXO01000001|AdmT_ACC|4668355|4668776|3565480|3567510|cluster-4|t1pks|4648320-4729705|1100845	468	421	24.358974	38.245614	13.88663968	11213	9296			
CP006567|EF-Tu|1560217|1560454|5363640|5364833|cluster-3|t1pks|1536114-1579959|3803186	CP016279|EF-Tu|2665555|2665979|7656108|7657280|cluster-4|t1pks|2638274-2691239|4990129	237	424	24.472574	61.209068	36.73649417	11211.5	4320.5			
CP006567|EF-Tu|1560217|1560454|5363640|5364833|cluster-3|t1pks|1536114-1579959|3803186	CP016279|EF-Tu|4592813|4593237|7656108|7657280|cluster-1|lantipeptide-t1pks-nrps|4509770-4638663|3062871	237	424	24.472574	61.209068	36.73649417	11211.5	4320.5			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	CP008977|seryl-tRNA_synthetase|2675638|2676061|3969307|3970566|cluster-8|t1pks-nrps|2646988-2719029|1293246	339	423	24.483776	38.625592	14.14181661	11209.5	9091.5			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	CPHM01000007|seryl-tRNA_synthetase|14638|15061|66234|67493|cluster-1|t1pks-nrps|1-80143|51173	339	423	24.483776	38.625592	14.14181661	11209.5	9091.5			
CP007142|agnB2_Leu-tRNA-syn|3165804|3166089|3322579|3325152|cluster-1|transatpks-ectoine-otherks|3070289-3202401|156490	CP007142|agnB2_Leu-tRNA-syn|5399258|5399527|3322579|3325152|cluster-1|nrps-transatpks-hserlactone-ladderane|5379134-5456316|2074106	285	269	24.561404	100	75.43859649	11207.5	396			
CP007142|agnB2_Leu-tRNA-syn|3165804|3166089|3322579|3325152|cluster-1|transatpks-ectoine-otherks|3070289-3202401|156490	QVIG01000001|agnB2_Leu-tRNA-syn|2523454|2523880|4301933|4304827|cluster-6|t1pks-nrps|2503442-2552687|1778053	285	426	24.561404	40.723454	16.1620504	11207.5	8070			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	CP012673|AdmT_ACC|6788698|6789126|9758865|9759722|cluster-3|t1pks-nrps|6768695-6841161|2969739	468	428	24.57265	100	75.42735043	11204.5	396			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	CP012673|AdmT_ACC|8101043|8101483|9758865|9759722|cluster-2|t1pks|8080348-8127664|1657382	468	440	24.57265	100	75.42735043	11204.5	396			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	KB913024|AdmT_ACC|2074721|2075141|3392382|3394085|cluster-1|t1pks|2054628-2101080|1317241	468	420	24.57265	36.491228	11.9185785	11204.5	9983.5			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	KE150468|AdmT_ACC|44591|45016|1783056|1784753|cluster-1|t1pks|1-100586|1738040	468	425	24.57265	36.491228	11.9185785	11204.5	9983.5			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP002047|SalI_beta_proteasome|1931880|1932309|3009209|3010054|cluster-1|t1pks-nrps|1820637-1956768|1076900	240	429	24.583333	100	75.41666667	11201	396			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	JAFQ01000004|SalI_beta_proteasome|1905894|1906318|6346610|6347455|cluster-1|t1pks-butyrolactone|1881437-1929161|4440292	240	424	24.583333	44.839858	20.25652432	11201	6594			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	JAFQ01000004|SalI_beta_proteasome|3826031|3826246|6346610|6347455|cluster-1|t3pks-t1pks-arylpolyene|3789281-3861971|2520364	240	215	24.583333	44.839858	20.25652432	11201	6594			
CP011883|mupM_Ile-tRNA-syn|2383881|2384153|2811447|2814602|cluster-1|t1pks-arylpolyene|2292229-2404997|427294	CP019420|mupM_Ile-tRNA-syn|5348422|5348844|5882972|5886190|cluster-1|nrps-t1pks-otherks|5262598-5376633|534128	272	422	24.632353	78.782112	54.14975933	11198	3057.5			
CP011883|mupM_Ile-tRNA-syn|2383881|2384153|2811447|2814602|cluster-1|t1pks-arylpolyene|2292229-2404997|427294	LN879428|mupM_Ile-tRNA-syn|4019753|4020175|1258330|1261488|cluster-2|t1pks-nrps|3997630-4084596|2758265	272	422	24.632353	81.065652	56.43329882	11198	2810.5			
CP011883|mupM_Ile-tRNA-syn|2383881|2384153|2811447|2814602|cluster-1|t1pks-arylpolyene|2292229-2404997|427294	LQQA01000017|mupM_Ile-tRNA-syn|140557|140979|75063|78203|cluster-1|t1pks-nrps|61087-170212|62354	272	422	24.632353	82.302569	57.67021604	11198	2638.5			
CP011340|AdmT_ACC|8348997|8349397|4043379|4045064|cluster-4|t1pks-ectoine-otherks|8335201-8395993|4303933	JH992893|AdmT_ACC|63438|63865|395501|396412|cluster-1|butyrolactone-t1pks-nrps|14515-113310|331636	400	427	24.75	22.28164	2.468360071	11196	11148.5			
FMHY01000002|EF-Tu|4658823|4659162|4371367|4372554|cluster-7|oligosaccharide-nrps-amglyccycl-otherks-t1pks-ladderane|4651345-4897818|286269	FNLF01000002|EF-Tu|4560141|4560564|1141523|1142713|cluster-2|t1pks|4540015-4585144|3417428	339	423	24.778761	62.78481	38.00604906	11195	4017.5			
CP012752|agnB2_Leu-tRNA-syn|7133618|7133916|3637233|3639773|cluster-3|t2pks-t1pks-nrps|7113539-7198254|3493845	CP012752|agnB2_Leu-tRNA-syn|8828507|8828923|3637233|3639773|cluster-3|t1pks|8808471-8929282|5188734	298	416	24.832215	100	75.16778523	11194	396			
CP006567|EF-Tu|1560217|1560454|5363640|5364833|cluster-3|t1pks|1536114-1579959|3803186	CP031320|EF-Tu|6927598|6928025|3459248|3460417|cluster-3|t1pks-ectoine|6897233-6967677|3467181	237	427	24.894515	58.438287	33.54377239	11193	4957.5			
AUCH01000004|seryl-tRNA_synthetase|214076|214385|158220|159509|cluster-2|transatpks-nrps|150043-230328|54567	CM002271|seryl-tRNA_synthetase|420446|420871|59637|60914|cluster-2|t3pks-t1pks-nrps|366365-471413|359532	309	425	24.919094	44.289044	19.36995044	11191.5	6778.5			
AUCH01000004|seryl-tRNA_synthetase|214076|214385|158220|159509|cluster-2|transatpks-nrps|150043-230328|54567	CP005929|seryl-tRNA_synthetase|3797117|3797541|2500318|2501583|cluster-4|oligosaccharide-t1pks|3777107-3856280|1295534	309	424	24.919094	36.130536	11.21144228	11191.5	10102.5			
FQ859185|EF-Tu|6195966|6196307|3790740|3791933|cluster-4|t1pks-butyrolactone-nrps|6163657-6250787|2404033	NW_020291017|EF-Tu|467730|468146|539893|541455|cluster-1|t1pks-nrps|447335-549173|71747	341	416	24.926686	26.952141	2.025454841	11190	11056			
CP011340|AdmT_ACC|8348997|8349397|4043379|4045064|cluster-4|t1pks-ectoine-otherks|8335201-8395993|4303933	KB913024|AdmT_ACC|2074721|2075141|3392382|3394085|cluster-1|t1pks|2054628-2101080|1317241	400	420	25	54.010695	29.01069519	11185	5345			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	KB903985|AdmT_ACC|211489|211910|301706|303391|cluster-2|t1pks-nrps|185167-245186|89796	468	421	25	36.842105	11.84210526	11185	9840.5			
CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	MVDH01000001|AdmT_ACC|1230813|1231242|1333239|1334099|cluster-1|t1pks-nrps|1205478-1260695|101997	468	429	25	42.45614	17.45614035	11185	7331			
CP010849|seryl-tRNA_synthetase|531976|532376|204424|205701|cluster-1|t2pks-t1pks|511967-653732|326275	CP010849|seryl-tRNA_synthetase|6633292|6633714|204424|205701|cluster-2|t1pks|6613280-6660692|6427591	400	422	25	100	75	11185	396			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP003899|SalI_beta_proteasome|1423479|1423901|2918301|2919170|cluster-1|t1pks|1402767-1449105|1494400	240	422	25	44.128114	19.12811388	11185	6806			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP016077|SalI_beta_proteasome|4107917|4108340|4464426|4465223|cluster-2|t1pks-nrps|3966049-4140658|356086	240	423	25	45.551601	20.55160142	11185	6285			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP022521|SalI_beta_proteasome|3642804|3643227|3942971|3943765|cluster-2|t1pks|3593783-3675639|299744	240	423	25	45.551601	20.55160142	11185	6285			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	JAFQ01000004|SalI_beta_proteasome|2082764|2083198|6346610|6347455|cluster-2|t1pks|2062618-2108047|4263412	240	434	25	44.839858	19.83985765	11185	6594			
CP011883|mupM_Ile-tRNA-syn|2383881|2384153|2811447|2814602|cluster-1|t1pks-arylpolyene|2292229-2404997|427294	PHSU01000014|mupM_Ile-tRNA-syn|43334|43771|94142|97195|cluster-1|hserlactone-transatpks-otherks-nrps|1-134158|50371	272	437	25	39.676499	14.67649857	11185	8616			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	BA000030|seryl-tRNA_synthetase|2879881|2880290|2795948|2797231|cluster-5|t2pks-t1pks-otherks|2859868-2921516|82650	339	409	25.073746	71.563981	46.49023473	11179	3289			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	CP005929|seryl-tRNA_synthetase|3797117|3797541|2500318|2501583|cluster-4|oligosaccharide-t1pks|3777107-3856280|1295534	339	424	25.073746	37.440758	12.36701198	11179	9642.5			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	LMRX01000023|seryl-tRNA_synthetase|1337980|1338405|735500|736756|cluster-1|t1pks-nrps|1317966-1375431|601224	339	425	25.073746	37.677725	12.60397881	11179	9565			
CP010519|ArgK_OTCase|7961279|7961628|1178307|1179320|cluster-2|t1pks-nrps|7925460-8051064|6781959	CP010519|ArgK_OTCase|8339572|8339999|1178307|1179320|cluster-35|t1pks-phenazine|8302435-8384669|7160252	349	427	25.2149	100	74.78510029	11176.5	396			
CP010519|ArgK_OTCase|7961279|7961628|1178307|1179320|cluster-2|t1pks-nrps|7925460-8051064|6781959	LQPV01000068|ArgK_OTCase|36541|36966|202970|203896|cluster-1|t1pks-nrps|1-86056|166004	349	425	25.2149	37.68546	12.47056023	11176.5	9544			
CP011340|AdmT_ACC|8348997|8349397|4043379|4045064|cluster-4|t1pks-ectoine-otherks|8335201-8395993|4303933	CP012673|AdmT_ACC|6675535|6676003|9758865|9759722|cluster-2|lantipeptide-t1pks-otherks|6650872-6705159|3082862	400	468	25.25	20.855615	4.394385027	11174.5	11205			
CP010849|seryl-tRNA_synthetase|531976|532376|204424|205701|cluster-1|t2pks-t1pks|511967-653732|326275	OAOJ01000001|seryl-tRNA_synthetase|8583050|8583402|2696209|2697495|cluster-2|t1pks|8570403-8614986|5885555	400	352	25.25	68.941176	43.69117647	11174.5	3684.5			
CP007142|agnB2_Leu-tRNA-syn|3165804|3166089|3322579|3325152|cluster-1|transatpks-ectoine-otherks|3070289-3202401|156490	CP012752|agnB2_Leu-tRNA-syn|6905088|6905548|3637233|3639773|cluster-2|t1pks-nrps|6885084-6954692|3265315	285	460	25.263158	40.723454	15.46029601	11173	8070			
NZ_KN039947|seryl-tRNA_synthetase|3044605|3044882|999984|1001261|cluster-11|transatpks-otherks|3024459-3062555|2043344	RBXC01000002|seryl-tRNA_synthetase|119324|119749|187777|189054|cluster-1|t2pks-t1pks-butyrolactone-nrps|1-150262|68028	277	425	25.270758	57.411765	32.14100658	11172	5107			
CP006567|EF-Tu|1560217|1560454|5363640|5364833|cluster-3|t1pks|1536114-1579959|3803186	CP031320|EF-Tu|2872455|2872880|3459248|3460417|cluster-1|siderophore-t1pks-otherks|2851246-2910722|586368	237	425	25.316456	58.438287	33.12183146	11170	4957.5			
CP006567|EF-Tu|1560217|1560454|5363640|5364833|cluster-3|t1pks|1536114-1579959|3803186	FMHY01000002|EF-Tu|3005245|3005671|4371367|4372554|cluster-3|t1pks-nrps|2903211-3036326|1365696	237	426	25.316456	64.231738	38.91528234	11170	3887			
CP006567|EF-Tu|1560217|1560454|5363640|5364833|cluster-3|t1pks|1536114-1579959|3803186	NW_020291017|EF-Tu|467730|468146|539893|541455|cluster-1|t1pks-nrps|447335-549173|71747	237	416	25.316456	31.738035	6.421579568	11170	10732			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	GV586860|seryl-tRNA_synthetase|8553639|8554065|2795949|2797232|cluster-34|t1pks|8533603-8578156|5756407	339	426	25.368732	71.563981	46.19524948	11167.5	3289			
AP010968|seryl-tRNA_synthetase|7312827|7313166|3059418|3060686|cluster-1|t1pks-arylpolyene-nrps|7294057-7409038|4252141	KQ948851|seryl-tRNA_synthetase|497544|497970|127614|128891|cluster-2|t1pks|477413-524051|368653	339	426	25.368732	72.748815	47.3800836	11167.5	3231.5			
AP018316|ArgK_OTCase|3935349|3935798|4025386|4026306|cluster-2|microviridin-nrps-t1pks-otherks|3906382-4038043|89588	CTEC01000002|ArgK_OTCase|1859241|1859664|148142|149071|cluster-1|t1pks|1839221-1886378|1710170	449	423	25.389755	50.980392	25.59063715	11166	5668			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP002047|SalI_beta_proteasome|9918315|9918741|3009209|3010054|cluster-2|t1pks|9898279-10029213|6908261	240	426	25.416667	100	74.58333333	11164	396			
CP002047|SalI_beta_proteasome|1494308|1494548|3009209|3010054|cluster-8|nrps-otherks-t1pks-furan|1336592-1514066|1514661	CP022161|SalI_beta_proteasome|10538248|10538667|2879589|2880443|cluster-3|t1pks|10519799-10591864|7657805	240	419	25.416667	53.380783	27.96411625	11164	5423			
