target_name	target id	gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	redundant	redundant_list	count	copynum	coevolution score	positive	pos_homolog	pos_redundant
Elongation factor Tu	EF-Tu	JNXR01000047	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JNXR01000047/index.html	cluster-1	t1pks-otherks	4660	Streptomyces durhamensis	Actinobacteria	-1	[]	-1	[]	0	2	-1.0	False	False	False
Gyrase B	GyrB-R	CP012600	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP012600_1054705_1355970/index.html	cluster-1	t1pks-nrps	17516	Bacillus gobiensis	Firmicutes	0	[]	1	[]	54	4	9.30462106605	False	False	False
Elongation factor Tu	EF-Tu	LWRP01000113	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWRP01000113/index.html	cluster-1	t1pks-otherks	3555	Streptomyces sp. FXJ1.172	Actinobacteria	-1	[]	-1	[]	0	2	-1.0	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	KZ269929	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ269929/index.html	cluster-1	t1pks-nrps	11374	Mycobacterium marinum	Actinobacteria	5	[u'LQPF01000043', u'LQPW01000167', u'MVHE01000006', u'MVIK01000003', u'NCXP01000025']	5	[u'AP017635', u'AP018410', u'CP000854', u'CP025779']	169	2	15.7906582896	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	HG964936	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG964936_1935836_2235526/index.html	cluster-1	t1pks-nrps	8986	Mycobacterium asiaticum DSM 44297	Actinobacteria	8	[u'LQOY01000248', u'LQPQ01000178', u'LZLF01000227', u'LZLQ01000124', u'LZLS01000103', u'MAEM01000259', u'NCXP01000025', u'PEQP01000006']	5	[u'LZKQ01000051', u'LZKS01000106', u'LZLM01000005', u'LZMH01000031']	169	2	16.4110831363	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZKL01000111	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKL01000111/index.html	cluster-1	t1pks	9689	Mycobacterium sp. E787	Actinobacteria	0	[]	15	[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LQPR01000003', u'LZIC01000115', u'LZIR01000070', u'LZIS01000249', u'LZKR01000030', u'LZKT01000050', u'LZLY01000158', u'LZSE01000009', u'MOWS01000076', u'MVHR01000021']	169	2	16.5452135307	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	FULE01000046	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FULE01000046/index.html	cluster-1	t1pks-nrps	10212	Vibrio ruber DSM 16370	Proteobacteria	0	[]	3	[u'CP018836', u'KQ947475']	31	2	8.71632990556	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MSTD01000006	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MSTD01000006/index.html	cluster-1	t1pks-nrps	16282	Mycolicibacterium porcinum	Actinobacteria	0	[]	6	[u'CP009914', u'LN879428', u'LZJD01000185', u'LZSO01000001', u'MBEQ01000069']	169	2	14.6756055166	False	False	False
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	BatG_FabI	CP022685	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022685_7617040_8009875/index.html	cluster-2	ladderane-t1pks-nrps	279	Streptomyces formicae	Actinobacteria	0	[]	1	[]	9	2	10.3074827729	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	PLAJ01000073	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLAJ01000073/index.html	cluster-1	t1pks	8178	Mycobacterium sp. (peat metagenome)	Actinobacteria	0	[]	2	[u'PLAR01000082']	169	2	15.759741537	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	QVIG01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVIG01000001_3902546_4442366/index.html	cluster-1	t1pks-nrps	17618	Streptomyces xanthocidicus	Actinobacteria	0	[]	1	[]	25	2	10.2822820316	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	AM889285	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AM889285_2324883_2626133/index.html	cluster-1	t1pks	2462	Gluconacetobacter diazotrophicus PA1 5	Proteobacteria	1	[u'QQAW01000006']	1	[]	24	2	4.93330467665	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CCBB010000002	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CCBB010000002/index.html	cluster-3	t1pks-nrps	16746	Mycolicibacterium cosmeticum	Actinobacteria	0	[]	3	[u'BCSY01000031', u'FMUB01000005']	169	2	17.4538285685	False	False	False
Elongation factor Tu	EF-Tu	FMHY01000002	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHY01000002_3712805_5018066/index.html	cluster-5	t1pks-nrps	10792	Micromonospora eburnea	Actinobacteria	0	[]	1	[]	39	4	16.8956190486	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CYSI01000007	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CYSI01000007_37172_338440/index.html	cluster-1	t1pks-nrps	14243	Mycolicibacterium mucogenicum	Actinobacteria	6	[u'AUWS01000008', u'CP019420', u'CP020809', u'LZTB01000025', u'MCHX01000047', u'UGQT01000001']	2	[u'JQKU01000013']	169	2	13.5273758048	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	FR878060	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FR878060_1724295_2029500/index.html	cluster-1	t1pks	14006	Mycobacterium africanum GM041182	Actinobacteria	1	[u'CP004886']	33	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FO203510', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	12.9859769696	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LMJA01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMJA01000001/index.html	cluster-2	t1pks-nrps	19048	Mycobacterium sp. Root265	Actinobacteria	9	[u'AUWS01000008', u'CP006936', u'CP020809', u'CWKH01000001', u'HG322951', u'LDPU01000001', u'LK021338', u'LZTB01000025', u'MVHJ01000001']	4	[u'CP015596', u'LT549889', u'MPNS01000002']	169	2	13.5270625654	False	False	False
Elongation factor Tu	EF-Tu	KL589842	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL589842/index.html	cluster-1	t1pks	5746	Streptomyces sp. NRRL S-15	Actinobacteria	0	[]	1	[]	42	2	23.3253105393	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	KK356241	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK356241_1575386_1876654/index.html	cluster-1	t1pks	14005	Mycobacterium tuberculosis BTB07-126	Actinobacteria	1	[u'CP004886']	33	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FO203510', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	12.9488495057	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	BCML01000009	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCML01000009/index.html	cluster-1	t2pks-t1pks-nrps	10626	Streptomyces acidiscabies	Actinobacteria	0	[]	3	[u'BCMK01000004', u'QFDR01000010']	78	2	9.94897068147	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZTB01000025	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZTB01000025/index.html	cluster-1	t1pks-nrps	17082	Mycobacterium sp. 852013-50091_SCH5140682	Actinobacteria	19	[u'CP000580', u'CP006936', u'CP015596', u'CP019420', u'CWKH01000001', u'CYSI01000007', u'HG322951', u'JQKU01000013', u'LDPU01000001', u'LK021338', u'LMJA01000001', u'LQOQ01000036', u'LT546207', u'LT549889', u'LZSU01000019', u'MCHX01000047', u'MPNS01000002', u'MVHJ01000001', u'UGQT01000001']	3	[u'AUWS01000008', u'CP020809']	169	2	11.643841489	False	False	False
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	KE354369	70	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KE354369/index.html	cluster-1	t1pks-nrps	374	Streptomyces afghaniensis 772	Actinobacteria	1	[u'LN879416']	2	[u'CP011497']	13	4	4.98715665575	True	False	False
Acetyl CoA carboxylase	AdmT_ACC	AM420293	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AM420293/index.html	cluster-1	t1pks-otherks	9435	Saccharopolyspora erythraea NRRL 2338	Actinobacteria	0	[]	1	[]	46	2	18.1877859289	False	False	False
Elongation factor Tu	EF-Tu	NZ_MLYN01000089	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLYN01000089/index.html	cluster-1	t1pks-otherks	3146	Streptomyces sp. MUSC 14	Actinobacteria	-1	[]	-1	[]	0	0	-1.0	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	CP005929	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP005929_8395843_8702046/index.html	cluster-1	t1pks	18985	Actinoplanes sp. N902-109	Actinobacteria	0	[]	1	[]	27	4	16.3473962488	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008968	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008968_1111672_1412883/index.html	cluster-1	t1pks	11679	Mycobacterium tuberculosis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1360796119	False	False	False
Elongation factor Tu	EF-Tu	FNLF01000002	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNLF01000002_927773_1282485/index.html	cluster-1	ladderane-t1pks-nrps	9812	Tsukamurella pulmonis	Actinobacteria	0	[]	2	[u'LSRI01000011']	34	2	27.1333792643	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	PHUK01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHUK01000001_4082770_4384044/index.html	cluster-1	t1pks-nrps	15526	Kitasatospora sp. OK780	Actinobacteria	0	[]	1	[]	31	4	6.30544309428	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	AZXH01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AZXH01000001/index.html	cluster-1	transatpks-t1pks-nrps	7292	Salinispora tropica CNH898	Actinobacteria	0	[]	4	[u'AUKS01000001', u'AZWV01000034', u'CP000667']	37	2	14.0505854539	False	False	True
Translation initiation factor	rubR1_TIF	BBCG01000005	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBCG01000005/index.html	cluster-1	nrps-transatpks-otherks	19543	Cellulosilyticum ruminicola JCM 14822	Firmicutes	0	[]	1	[]	36	2	36.1321548822	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MVBM01000009	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVBM01000009/index.html	cluster-2	t1pks-nrps	13375	Mycobacterium kansasii	Actinobacteria	3	[u'CP019888', u'JANZ01000003', u'LQOX01000055']	8	[u'MWKW01000001', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	169	2	19.8257496017	False	False	False
Gyrase B	GyrB-R	QHCP01000013	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QHCP01000013/index.html	cluster-2	t1pks-otherks	13376	Actinokineospora mzabensis	Actinobacteria	0	[]	1	[]	54	2	6.66232748909	False	False	False
Elongation factor Tu	EF-Tu	JNWJ01000005	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNWJ01000005/index.html	cluster-2	t1pks-terpene	12131	Streptomyces yerevanensis	Actinobacteria	1	[u'KZ679048']	1	[]	42	2	22.7100096057	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	AP018164	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP018164/index.html	cluster-1	t1pks-nrps	10935	Mycobacterium shigaense	Actinobacteria	0	[]	3	[u'FUEZ01000004', u'LT721901']	169	2	15.5244398903	False	False	False
Gyrase B	GyrB-R	AKIX01000028	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AKIX01000028/index.html	cluster-1	transatpks-nrps	19815	Brevibacillus sp. BC25	Firmicutes	0	[]	12	[u'AP008955', u'AP008955', u'CP018145', u'CP023474', u'CP030117', u'LGJF01000001', u'LMPN01000003', u'PXZM01000036', u'PXZN01000012', u'PXZO01000002', u'QRDR01000001']	54	2	4.5968756497	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MWKZ01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MWKZ01000001_5773272_6074576/index.html	cluster-1	t1pks	18281	Mycobacterium persicum	Actinobacteria	1	[u'MWKW01000001']	11	[u'CP009481', u'CP019888', u'JANZ01000003', u'LQOX01000055', u'MVBM01000009', u'MWKY01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	169	2	14.5880957014	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQOW01000034	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOW01000034/index.html	cluster-1	t1pks-nrps	17214	Mycobacterium fragae	Actinobacteria	0	[]	1	[]	169	2	15.6651571042	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP006936	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006936_2689704_2990954/index.html	cluster-2	t1pks-nrps	19010	Mycobacterium neoaurum VKM Ac-1815D	Actinobacteria	9	[u'CP015596', u'CP020809', u'CWKH01000001', u'HG322951', u'LDPU01000001', u'LMJA01000001', u'LT549889', u'LZTB01000025', u'MPNS01000002']	3	[u'LK021338', u'MVHJ01000001']	169	2	13.5875034223	False	False	False
Elongation factor Tu	EF-Tu	LN714474	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN714474/index.html	cluster-1	t1pks	13094	Neospora caninum Liverpool	Alveolata	0	[]	3	[u'AM055942', u'NW_008634147']	41	0	11.5951015528	False	False	False
Gyrase B	GyrB-R	CP020892	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020892_0_173556/index.html	cluster-1	t1pks	5908	Pseudomonas sp. M30-35	Proteobacteria	0	[]	1	[]	54	4	9.18066123983	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	RCCW01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RCCW01000001_4334878_4697781/index.html	cluster-1	hserlactone-nrps-transatpks-otherks	989	Pseudomonas asplenii	Proteobacteria	0	[]	2	[u'PHSU01000014']	169	2	3.72612286663	False	False	False
Gyrase B	GyrB-R	LNYU01000091	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LNYU01000091/index.html	cluster-3	t1pks	11311	Legionella santicrucis	Proteobacteria	0	[]	3	[u'CP020894', u'LNYV01000028']	54	2	6.30935359746	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	MAXF01000131	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAXF01000131/index.html	cluster-1	t1pks-nrps	14690	Streptomyces sparsogenes	Actinobacteria	0	[]	3	[u'CP002047', u'NCSM01000022']	37	2	7.02500715172	False	False	False
Elongation factor Tu	EF-Tu	KI632511	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KI632511_9282533_9583912/index.html	cluster-1	t1pks	10252	Actinospica robiniae DSM 44927	Actinobacteria	0	[]	1	[]	42	4	23.1352137167	False	False	False
Elongation factor Tu	EF-Tu	CP022433	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP022433/index.html	cluster-4	t1pks-otherks	9940	Streptomyces pluripotens	Actinobacteria	7	[u'CP017248', u'JOCB01000044', u'NZ_LBDA02000011', u'PJMO01000001', u'PJMR01000001', u'QLLW01000013', u'QTUG01000001']	1	[]	42	4	16.3953190121	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	CP019888	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019888_229212_530477/index.html	cluster-2	t1pks-nrps	9810	Mycobacterium kansasii	Actinobacteria	1	[u'MVBM01000009']	11	[u'CP009481', u'JANZ01000003', u'LQOX01000055', u'MWKW01000001', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	169	2	14.3601867788	False	False	False
Translation initiation factor	rubR1_TIF	PGZE01000019	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PGZE01000019/index.html	cluster-1	t1pks	14450	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-2 (groundwater metagenome)	Proteobacteria	0	[]	1	[]	44	2	26.0638767069	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	AJ580915	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AJ580915/index.html	cluster-1	t1pks	11966	Streptomyces parvulus	Actinobacteria	0	[]	2	[u'KT362046']	31	2	9.25189782534	False	False	True
Translation initiation factor	rubR1_TIF	BX119912	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BX119912_5509553_5811940/index.html	cluster-1	t1pks	18074	Rhodopirellula baltica SH 1	Planctomycetes	0	[]	2	[u'NZ_AMCW01000137']	37	2	34.7337630654	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	CP004121	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP004121_3030963_3351475/index.html	cluster-1	t1pks-nrps	2852	Clostridium saccharoperbutylacetonicum N1-4(HMT)	Firmicutes	0	[]	1	[]	77	4	11.9670885781	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP004886	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP004886_1579513_2035813/index.html	cluster-1	t1pks	10688	Mycobacterium tuberculosis str. Haarlem/NITR202	Actinobacteria	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	1	[]	169	2	13.8653758041	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	AUWS01000008	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUWS01000008/index.html	cluster-1	t1pks-nrps	11229	Mycobacterium sp. UM_WWY	Actinobacteria	15	[u'CP000580', u'CP019420', u'CWKH01000001', u'CYSI01000007', u'HG322951', u'LDPU01000001', u'LMJA01000001', u'LQOQ01000036', u'LT546207', u'LT549889', u'LZSU01000019', u'MCHX01000047', u'MPNS01000002', u'MVHJ01000001', u'UGQT01000001']	3	[u'CP020809', u'LZTB01000025']	169	2	12.68747025	False	False	False
Gyrase B	GyrB-R	CP023474	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP023474_3496213_3906686/index.html	cluster-3	transatpks-nrps	19809	Brevibacillus brevis X23	Firmicutes	0	[]	12	[u'AKIX01000028', u'AP008955', u'AP008955', u'CP018145', u'CP030117', u'LGJF01000001', u'LMPN01000003', u'PXZM01000036', u'PXZN01000012', u'PXZO01000002', u'QRDR01000001']	54	4	4.96773007119	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	JALN02000001	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JALN02000001_0_283457/index.html	cluster-1	t1pks	8401	Mycolicibacterium aromaticivorans JS19b1 = JCM 16368	Actinobacteria	2	[u'CP019882', u'LN929908']	10	[u'AGIQ01000004', u'BEWG01000104', u'CP011773', u'CP018043', u'MVIH01000007', u'NOZR01000005', u'PDHO01000010', u'QAYH01000008', u'UGQK01000002']	169	2	16.0407020272	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	PDDW01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDDW01000001_1483836_1811273/index.html	cluster-1	nrps-t1pks-otherks	3534	Nocardia sp. FDAARGOS_372	Actinobacteria	1	[u'BDBD01000011']	1	[]	76	2	21.4333525365	False	False	False
Elongation factor Tu	EF-Tu	QXGS01000002	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QXGS01000002/index.html	cluster-1	t1pks	19864	Roseomonas sp. CPCC 101021	Proteobacteria	0	[]	1	[]	42	2	12.692979201	False	False	False
Gyrase B	GyrB-R	AUHU01000008	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUHU01000008/index.html	cluster-1	t1pks	7214	Marinimicrobium agarilyticum DSM 16975	Proteobacteria	0	[]	1	[]	54	2	10.3915398292	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZLQ01000124	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLQ01000124/index.html	cluster-1	t1pks-nrps	10695	Mycobacterium asiaticum	Actinobacteria	9	[u'HG964936', u'LQOY01000248', u'LQPQ01000178', u'LZKQ01000051', u'LZLF01000227', u'LZLS01000103', u'LZMH01000031', u'MAEM01000259', u'PEQP01000006']	1	[]	169	2	18.2205448184	False	False	False
