target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	FNGM01000024	DEG10180179	22886	23308	21526	22803	cluster-1	transatpks-t1pks-nrps	1-98282	83	Paenibacillus jilunlii	Firmicutes	0	-1.00	1	98282	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNGM01000024/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	FNIE01000009	DEG10180178	195032	195374	196548	197582	cluster-1	t1pks	177579-237615	1174	Streptomyces guanduensis	Actinobacteria	0	-1.00	1	412444	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNIE01000009/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	BCFL01000029	DEG10180156	69319	69756	69315	76565	cluster-1	t1pks-otherks	42344-96565	441	Streptomyces hyaluromycini	Actinobacteria	0	-1.00	1	278272	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCFL01000029/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	QOQW01000016	DEG10180156	46583	47038	38518	46584	cluster-1	t1pks-otherks	18518-74592	1	Candidatus Riflebacteria bacterium BY5 (subsurface metagenome)	Candidatus Riflebacteria	0	-1.00	2	150563	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QOQW01000016/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP033055	DEG10180179	2289637	2290068	2285263	2287563	cluster-1	transatpks	2269049-2382695	2074	Serratia sp. 3ACOL1	Proteobacteria	0	-1.00	3	5876609	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP033055/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP029541	DEG10180179	1159847	1160282	1157386	1159662	cluster-1	oligosaccharide-transatpks-t1pks-otherks	972555-1219536	185	Streptomyces sp. NEAU-S7GS2	Actinobacteria	0	-1.00	3	9641634	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP029541/index.html
ATP-dependent DNA helicase rep (EC 3.6.1.-)	DIUY01000011	DEG10180549	151084	151503	144682	146853	cluster-1	t1pks	131080-178675	4231	Methylococcaceae bacterium UBA6146 (hydrocarbon metagenome)	Proteobacteria	0	-1.00	1	422506	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DIUY01000011/index.html
Hypothetical ABC transporter permease protein yddQ	NOXS01000033	DEG10180255	530813	531241	523779	524594	cluster-2	t1pks	510790-547736	6219	Elstera cyanobacteriorum	Proteobacteria	0	-1.00	2	547736	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOXS01000033/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	KL591194	DEG10180363	6196	6546	6143	7363	cluster-1	t1pks	1-41101	403	Streptomyces sp. NRRL B-2790	Actinobacteria	0	-1.00	1	50315	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL591194/index.html
TorCAD operon transcriptional regulatory protein torR	LQPS01000042	DEG10180164	7476	7899	14112	14795	cluster-1	t1pks-nrps	1-22044	6213	Mycolicibacter senuensis	Actinobacteria	0	-1.00	1	22044	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPS01000042/index.html
30S ribosomal protein S20	LZSE01000029	DEG10180004	10887	11312	4258	4518	cluster-1	t1pks	1-28421	6369	Mycobacterium sp. 1554424.7	Actinobacteria	0	-1.00	1	28421	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSE01000029/index.html
Ribonuclease III (EC 3.1.26.3)	MRIP01000001	DEG10180397	3233061	3233484	3227342	3228064	cluster-1	t1pks-nrps	3212958-3307446	4997	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	3925853	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRIP01000001_3133953_3435194/index.html
Glutamyl-tRNA synthetase (EC 6.1.1.17)	CP002198	DEG10180366	2029931	2030338	2025880	2027331	cluster-1	t1pks	2009235-2057562	2600	Cyanothece sp. PCC 7822	Cyanobacteria	0	-1.00	1	6091620	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP002198_1705466_2182540/index.html
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NZ_ANMO01000166	DEG10180225	4921	5393	4	777	cluster-1	t1pks	1-25199	4144	Rhodopirellula europaea 6C	Planctomycetes	0	-1.00	0	25199	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_ANMO01000166/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	GL877172	DEG10180034	3130058	3130494	3133307	3139177	cluster-3	t1pks-nrps	3110053-3164793	2813	Streptomyces griseus XylebKG-1	Actinobacteria	0	-1.00	3	8727767	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/GL877172_2980062_3281375/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	LZZO01000001	DEG10180179	185390	185812	183498	184700	cluster-2	transatpks-nrps	130329-218645	690	Bacillus amyloliquefaciens	Firmicutes	0	-1.00	1	842436	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZZO01000001/index.html
Lipoprotein signal peptidase (EC 3.4.23.36)	CP003653	DEG10180007	4616962	4617369	4624768	4625244	cluster-1	t1pks	4596267-4644606	7399	Stanieria cyanosphaera PCC 7437	Cyanobacteria	0	-1.00	1	5041209	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003653_4471301_4772524/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP012673	DEG10180179	5196132	5196588	5196125	5202406	cluster-2	t1pks-otherks	5167339-5222406	463	Sorangium cellulosum	Proteobacteria	0	-1.00	1	14557589	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP012673/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	CP011497	DEG10180178	1528727	1529065	1520625	1521647	cluster-1	t1pks-nrps	1513395-1562182	7080	Streptomyces incarnatus	Actinobacteria	0	-1.00	14	8648285	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011497_1378671_1684669/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	MRYI01000022	DEG10180179	49784	50111	48521	49657	cluster-1	transatpks-t1pks-otherks-nrps	4648-98295	127	Hahella sp. CCB-MM4	Proteobacteria	0	-1.00	1	98295	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRYI01000022/index.html
Hypothetical protein ynfA	CP025696	DEG10180264	3744785	3745068	3739434	3739763	cluster-1	nrps-transatpks-otherks	3724696-3822251	5022	Paenibacillus sp. lzh-N1	Firmicutes	0	-1.00	1	5641488	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025696_3607971_3951744/index.html
Oligopeptide transport ATP-binding protein oppD	JOCF01000060	DEG10180214	41694	42119	36557	38242	cluster-1	t1pks	1-105388	3452	Streptomyces sp. NRRL WC-3742	Actinobacteria	0	-1.00	4	114281	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOCF01000060/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	QRAP01000001	DEG10180034	972977	973387	972302	980071	cluster-1	t1pks-nrps	952302-1000071	1085	Enterobacillus tribolii	Proteobacteria	0	-1.00	1	1060498	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QRAP01000001_722014_1060498/index.html
Glutamate aspartate transport ATP-binding protein gltL	JNXG01000015	DEG10180114	294845	295186	285723	286466	cluster-1	t1pks	274845-298087	8379	Streptomyces atroolivaceus	Actinobacteria	0	-1.00	5	298087	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNXG01000015/index.html
S-adenosylmethionine synthetase (EC 2.5.1.6)	MWIG01000293	DEG10180439	2886	3312	6031	7239	cluster-1	t1pks	1-9376	2719	Streptomyces sp. NRRL B-24572	Actinobacteria	0	-1.00	1	9376	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MWIG01000293/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CETL01008218	DEG10180179	22	479	1	5418	cluster-1	t1pks	1-24744	478	marine metagenome	metagenomes	0	-1.00	1	24744	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CETL01008218/index.html
DNA pantothenate metabolism flavoprotein	CP000113	DEG10180538	5407536	5407959	5398560	5399780	cluster-10	t1pks-nrps	5387416-5488927	7756	Myxococcus xanthus DK 1622	Proteobacteria	0	-1.00	10	9139763	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000113_3884032_5795359/index.html
DNA gyrase subunit A (EC 5.99.1.3)	MPNT01000030	DEG10180351	5804	6222	257	4033	cluster-1	t1pks	1-32130	1771	Mycobacterium paraffinicum	Actinobacteria	0	-1.00	1	73730	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MPNT01000030/index.html
Cell division protein ftsZ	LZJI01000187	DEG10180024	16164	16593	9551	10702	cluster-1	t1pks	1-36039	5462	Mycobacterium sp. E1747	Actinobacteria	0	-1.00	1	36039	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJI01000187/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	MEBC01000001	DEG10180034	76736	77160	76703	90097	cluster-1	transatpks-t1pks-nrps	32552-193150	457	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	515253	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEBC01000001/index.html
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	CP009111	DEG10180225	3762697	3763115	3756698	3757495	cluster-1	t1pks-terpene	3722391-3786986	5202	Rhodococcus opacus	Actinobacteria	0	-1.00	1	7687653	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009111_3615724_3916980/index.html
Glyceraldehyde 3-phosphate dehydrogenase A (EC 1.2.1.12)	FNTK01000001	DEG10180303	10287092	10287518	10281454	10282899	cluster-1	t1pks	10266471-10313439	4193	Streptomyces sp. 3213.3	Actinobacteria	0	-1.00	4	10914512	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNTK01000001_10140299_10441576/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	JOBW01000007	DEG10180034	235655	236087	239018	246649	cluster-3	t1pks-terpene-nrps	174976-266649	2931	Streptomyces rimosus subsp. rimosus	Actinobacteria	0	-1.00	1	449064	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOBW01000007/index.html
tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)	JUGZ01000012	DEG10180589	10033	10457	5399	6337	cluster-1	t1pks-nrps	1-74478	3696	Methylibium sp. CF468	Proteobacteria	0	-1.00	1	201216	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JUGZ01000012/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NJCW01000002	DEG10180363	198091	198413	198011	199225	cluster-1	otherks-t1pks-PUFA-nrps	90657-198198	402	Xenorhabdus sp. KJ12.1	Proteobacteria	0	-1.00	1	233951	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJCW01000002/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	OQZJ01000001	DEG10180179	556306	556625	554018	556225	cluster-1	transatpks	488367-567082	81	human gut metagenome	metagenomes	0	-1.00	2	568131	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OQZJ01000001/index.html
Hypothetical protein yddE	KB911581	DEG10180253	210292	210709	207610	208524	cluster-1	t1pks-nrps	189570-242193	1768	Streptomyces bottropensis ATCC 25435	Actinobacteria	0	-1.00	1	8955726	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB911581_68777_419610/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP009279	DEG10180179	5972944	5973374	5977721	5978998	cluster-1	transatpks-nrps	5946066-6020070	4347	Paenibacillus sp. FSL H7-0737	Firmicutes	0	-1.00	2	6765883	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009279_5816639_6127583/index.html
Hypothetical acetyltransferase yncA (EC 2.3.1.-)	CM001489	DEG10180250	1663128	1663555	1654602	1655156	cluster-1	t1pks	1642981-1689202	7972	Frankia sp. QA3	Actinobacteria	0	-1.00	1	7590853	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM001489_1513416_2044523/index.html
Protein yfiD	NVQF01000045	DEG10180399	13894	14310	2955	5252	cluster-1	t1pks-resorcinol	1-39203	8642	Mycobacterium sp. CECT 8779	Actinobacteria	0	-1.00	1	45110	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NVQF01000045/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DCVL01000066	DEG10180156	10476	10906	10469	17341	cluster-1	t1pks-otherks	1-37341	437	Geobacter sp. UBA2189 (hydrocarbon metagenome)	Proteobacteria	0	-1.00	1	96467	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DCVL01000066/index.html
Probable ABC transporter ATP-binding protein yhbG	BDAZ01000051	DEG10180475	104749	105176	98096	99118	cluster-1	t1pks-nrps	64230-111938	5631	Nocardia anaemiae NBRC 100462	Actinobacteria	0	-1.00	1	111938	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDAZ01000051/index.html
3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	CP011799	DEG10180361	4025970	4026393	4032452	4033114	cluster-1	t1pks	4005935-4129789	6059	Streptomyces sp. PBH53	Actinobacteria	0	-1.00	1	9153597	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011799_3957423_4258700/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	DF836084	DEG10180179	56480	56902	54588	55790	cluster-1	transatpks-nrps	1-82730	690	Bacillus amyloliquefaciens	Firmicutes	0	-1.00	1	1767611	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DF836084_0_662325/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	FNSO01000004	DEG10180180	1972152	1972479	1974265	1974999	cluster-2	linaridin-ladderane-t1pks-otherks-nrps	1919775-2056676	1786	Amycolatopsis tolypomycina	Actinobacteria	0	-1.00	3	8172406	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSO01000004_1822233_2696504/index.html
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	CP027429	DEG10180311	1503835	1504253	1499353	1500822	cluster-1	transatpks	1482960-1579744	3013	Bacillus velezensis	Firmicutes	0	-1.00	5	3921410	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP027429_1366856_1693559/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP002271	DEG10180179	1918787	1919246	1917465	1918415	cluster-1	t1pks	1898779-1942957	372	Stigmatella aurantiaca DW4/3-1	Proteobacteria	0	-1.00	2	10260756	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP002271_1768800_2227237/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	NUEI01000096	DEG10180034	22991	23419	22961	28129	cluster-1	transatpks-nrps	1-47991	458	Bacillus pseudomycoides	Firmicutes	0	-1.00	1	47991	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NUEI01000096/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NBCN01000007	DEG10180363	142082	142420	142022	143227	cluster-2	phosphonate-butyrolactone-t1pks	129033-204404	398	Streptomyces sp. CB03238	Actinobacteria	0	-1.00	1	606844	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NBCN01000007/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	MGTX01000032	DEG10180156	125053	125494	125046	131885	cluster-1	t1pks-otherks	97990-151885	448	Elusimicrobia bacterium GWA2_66_18 (subsurface metagenome)	Elusimicrobia	0	-1.00	1	157977	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGTX01000032/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	ANHX01000002	DEG10180179	201176	201603	211153	212427	cluster-2	transatpks-nrps	153705-237541	9550	Paenibacillus sp. PAMC 26794	Firmicutes	0	-1.00	1	237541	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ANHX01000002/index.html
DNA polymerase III, epsilon chain (EC 2.7.7.7)	QEYD01000001	DEG10180057	416112	416540	408167	408859	cluster-1	t1pks	390633-442429	7253	Pararhodobacter sp. CIC4N-9	Proteobacteria	0	-1.00	1	544364	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEYD01000001/index.html
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	CP003876	DEG10180098	174117	174551	180998	181495	cluster-1	t1pks	153978-199398	6447	Nocardia brasiliensis ATCC 700358	Actinobacteria	0	-1.00	2	9436348	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003876_24392_507035/index.html
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	HG315953	DEG10180537	4940278	4940705	4932051	4932533	cluster-2	t1pks	4920271-4984163	7745	Mycobacterium simiae ATCC 25275 = DSM 44165	Actinobacteria	0	-1.00	1	5782968	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG315953_4790289_5128361/index.html
L-serine dehydratase tdcG (EC 4.2.1.13)	JQML01000001	DEG10180462	6082721	6083140	6090327	6091694	cluster-3	t1pks-butyrolactone-otherks	6035113-6105696	7187	Streptacidiphilus albus JL83	Actinobacteria	0	-1.00	3	9915093	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQML01000001_5790679_6233983/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	AJ421825	DEG10180179	26302	26729	21463	26220	cluster-1	t1pks	1-66808	82	Stigmatella aurantiaca Sg a15	Proteobacteria	0	-1.00	2	66808	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AJ421825/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	JOJI01000006	DEG10180034	70267	70699	73672	81672	cluster-1	t1pks-terpene-nrps	37942-101672	2973	Streptomyces sp. NRRL WC-3773	Actinobacteria	0	-1.00	1	291437	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOJI01000006/index.html
Hypothetical ABC transporter ATP-binding protein ytfR	CP000117	DEG10180596	3210903	3211352	3221081	3222556	cluster-1	t1pks-otherks	3181618-3234221	9729	Trichormus variabilis ATCC 29413 (Anabaena flos-aquae UTEX 1444)	Cyanobacteria	0	-1.00	2	6365727	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000117_3051771_3362271/index.html
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	CP032848	DEG10180047	3979016	3979429	3970375	3970800	cluster-2	t1pks-transatpks-terpene-nrps	3947736-4162768	8216	Brevibacillus laterosporus	Firmicutes	0	-1.00	3	5202546	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP032848_3510113_4280224/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	CP013392	DEG10180178	417714	418138	416235	417227	cluster-2	t1pks	397704-441585	487	Burkholderia lata	Proteobacteria	0	-1.00	1	1370749	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP013392/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	AY092402	DEG10180180	11602	12033	5874	6804	cluster-1	t1pks	1-37970	4798	Aspergillus ochraceoroseus	Fungi	0	-1.00	0	59535	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AY092402/index.html
Lipoprotein releasing system ATP-binding protein lolD	PSNW01000009	DEG10180185	139766	140219	134307	134999	cluster-1	t1pks-otherks	119762-171235	4767	Solimonas fluminis	Proteobacteria	0	-1.00	2	235838	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PSNW01000009/index.html
DNA gyrase subunit A (EC 5.99.1.3)	LZJZ01000015	DEG10180351	66049	66467	61724	64240	cluster-1	t1pks-nrps	46049-98643	1809	Mycobacterium sp. E2733	Actinobacteria	0	-1.00	1	185579	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJZ01000015/index.html
