target_name		gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	pident_list	redundant	target count 	copynum	coevolution score	in pos set	in pos set homologs	in pos set redundnat
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	FNTQ01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNTQ01000001_7807301_8113649/index.html	cluster-1	t1pks-otherks	2220	Streptomyces sp. Ag109_O5-10	Actinobacteria	-1	[]	-1	[]	0	3	-1	FALSE	FALSE	FALSE
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	FNSO01000004	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSO01000004_5854682_6182887/index.html	cluster-2	thiopeptide-t1pks-nrps	1726	Amycolatopsis tolypomycina	Actinobacteria	1	[u'PPHG01000074']	2	[u'MF990204']	4	3	17.98039216	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LQPG01000019	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPG01000019/index.html	cluster-1	t1pks-nrps	882	Mycolicibacter longobardus	Actinobacteria	0	[]	12	"[u'AGAQ01000134', u'AUWR01000061', u'CP002329', u'LDPO01000010', u'LQOZ01000036', u'LQPI01000032', u'LT546166', u'LT906469', u'LZMF01000132', u'MVHH01000018', u'PUEV01000102']"	52	1	8.680285719	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NZ_FUWS01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FUWS01000001/index.html	cluster-3	t1pks-nrps	429	Marinactinospora thermotolerans DSM 45154	Actinobacteria	0	[]	1	[]	85	0	22.14871961	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP031320	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html	cluster-5	t1pks-nrps	3190	Streptomyces armeniacus	Actinobacteria	0	[]	3	[]	103	2	10.11867683	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	JODF01000057	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODF01000057/index.html	cluster-1	butyrolactone-t1pks	196	Streptomyces sp. NRRL S-920	Actinobacteria	18	"[u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'KL591194', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	11	"[u'BA000030', u'BBNN01000050', u'CP015588', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KN039947', u'LGKJ01000215', u'NZ_KN039947']"	44	1	13.80243412	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	LPCO01000066	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPCO01000066/index.html	cluster-1	t1pks	1	Burkholderia vietnamiensis	Proteobacteria	25	"[u'AP013062', u'AXAJ01000009', u'BBJF01000005', u'CP015033', u'CP017562', u'CP023522', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'JSZN01000033', u'KN150849', u'KN150939', u'LAVN01000003', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LPEQ01000122', u'LPKA01000024', u'ML058600', u'NBSQ01000002', u'OEOG01000026', u'PVHJ01000137', u'QJSQ01000029', u'RAIM01000002']"	10	"[u'CP013730', u'CP015036', u'CP016442', u'CP029824', u'KI421535', u'LDWR01000005', u'LOYN01000022', u'LR025742', u'PVGX01000094']"	37	1	11.30898407	FALSE	FALSE	FALSE
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	QUAC01000116	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QUAC01000116/index.html	cluster-1	t1pks-nrps	1968	Streptomyces sp. NEAU-D10	Actinobacteria	1	[u'LT990689']	1	[]	12	1	8.960507374	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	LWRP01000113	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWRP01000113/index.html	cluster-1	t1pks-otherks	3555	Streptomyces sp. FXJ1.172	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	JH556653	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH556653_1864608_2170562/index.html	cluster-1	t1pks-nrps	2399	Hungateiclostridium cellulolyticum CD2	Firmicutes	0	[]	1	[]	52	12	4.052432231	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	LIWC01000007	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIWC01000007/index.html	cluster-2	t1pks-nrps	638	Amycolatopsis sp. CB00013	Actinobacteria	0	[]	6	"[u'CP003410', u'CP008953', u'JPLW01000006', u'LQMT02000005', u'LT629789']"	13	1	19.95533719	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	CP003130	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003130_3972158_4281474/index.html	cluster-1	t1pks-terpene-nrps	238	Granulicella mallensis MP5ACTX8	Acidobacteria	0	[]	1	[]	10	2	23.13187893	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	AGAQ01000134	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AGAQ01000134/index.html	cluster-1	t1pks	885	Mycobacterium avium subsp. avium Env 77	Actinobacteria	0	[]	12	"[u'AUWR01000061', u'CP002329', u'LDPO01000010', u'LQOZ01000036', u'LQPG01000019', u'LQPI01000032', u'LT546166', u'LT906469', u'LZMF01000132', u'MVHH01000018', u'PUEV01000102']"	52	1	8.427223051	FALSE	FALSE	FALSE
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	FOKG01000011	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOKG01000011/index.html	cluster-1	t1pks-nrps	3722	Amycolatopsis marina	Actinobacteria	0	[]	1	[]	12	1	7.332592662	FALSE	FALSE	FALSE
"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"	sp_P77781_MENI_ECOLI	CP022685	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022685_7617040_8009875/index.html	cluster-2	ladderane-t1pks-nrps	1508	Streptomyces formicae	Actinobacteria	0	[]	1	[]	4	2	9.816560733	FALSE	FALSE	FALSE
Elongation factor 4	sp_P60785_LEPA_ECOLI	QVIG01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVIG01000001_3902546_4442366/index.html	cluster-1	t1pks-nrps	4374	Streptomyces xanthocidicus	Actinobacteria	0	[]	1	[]	1	1	0	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	AM778535	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AM778535/index.html	cluster-1	t1pks	1355	Streptomyces orinoci	Actinobacteria	3	"[u'CP021748', u'JODN01000004', u'JOJM01000031']"	2	[u'PHNC01000011']	69	1	15.82384184	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	MEAU01000031	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEAU01000031/index.html	cluster-1	t1pks-nrps	1989	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.923541102	FALSE	FALSE	FALSE
Phosphoenolpyruvate carboxylase	tr_E2QIY7_E2QIY7_ECOLX	MRSX01000002	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRSX01000002/index.html	cluster-1	t1pks	471	Candidatus Porisulfidus sp. TsSOB (sponge metagenome)	Proteobacteria	0	[]	1	[]	3	1	3.059842677	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	MAIS01000008	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAIS01000008/index.html	cluster-1	bacteriocin-t1pks-nrps	985	Paenibacillus sp. KS1	Firmicutes	0	[]	4	"[u'AMBZ01000009', u'BBYF01000005', u'FNAZ01000006']"	52	1	11.67911599	FALSE	FALSE	FALSE
Aspartate--tRNA ligase	sp_P21889_SYD_ECOLI	CP011420	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011420_3746234_4070835/index.html	cluster-1	transatpks-otherks-nrps	4940	Paenibacillus polymyxa	Firmicutes	0	[]	7	"[u'CP000154', u'CP006941', u'CP011512', u'CP015423', u'LTYJ01000002', u'NOLA01000005']"	10	2	6.62117216	FALSE	FALSE	FALSE
beta-lactamase	beta_lactamase	CP027306	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP027306_8147542_8757589/index.html	cluster-1	t1pks-nrps	3697	Streptomyces atratus	Actinobacteria	0	[]	2	[u'FMDF01000134']	5	1	2.933903267	FALSE	FALSE	FALSE
ATP-dependent zinc metalloprotease FtsH	sp_P0AAI3_FTSH_ECOLI	NW_017609824	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_017609824/index.html	cluster-1	t1pks	1737	Larimichthys crocea (large yellow croaker)	Metazoa	0	[]	2	[u'NW_011337187']	7	0	7.286233549	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOVL01000025	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOVL01000025/index.html	cluster-1	transatpks-t1pks-nrps	4642	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.740778519	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	BA000030	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BA000030_2633292_3051504/index.html	cluster-4	t1pks-butyrolactone-otherks	2472	Streptomyces avermitilis MA-4680 = NBRC 14893	Actinobacteria	0	[]	29	"[u'BBNN01000050', u'CP006259', u'CP015588', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JODF01000057', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	2	11.72271919	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NQNB01000067	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NQNB01000067/index.html	cluster-1	t1pks-nrps	4633	Burkholderia ubonensis	Proteobacteria	0	[]	58	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013405', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NKFM01000062', u'NQNC01000002']"	85	1	5.879929153	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	JPGM01000008	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPGM01000008/index.html	cluster-1	t1pks	1	Burkholderia sp. MSh2	Proteobacteria	18	"[u'AP013062', u'BBJF01000005', u'CP017562', u'CP023522', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JSZN01000033', u'KN150849', u'LAVN01000003', u'LOWB01000076', u'LPCO01000066', u'LPEQ01000122', u'LPKA01000024', u'ML058600', u'NBSQ01000002', u'QJSQ01000029', u'RAIM01000002']"	16	"[u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP029824', u'KI421535', u'KN150939', u'LDWR01000005', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LR025742', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137']"	37	1	5.689869929	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NZ_RBAL01000003	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_RBAL01000003/index.html	cluster-1	t1pks-nrps	2829	Streptomyces hoynatensis	Actinobacteria	0	[]	1	[]	85	0	15.95655598	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPFP01000076	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPFP01000076/index.html	cluster-1	transatpks-t1pks-nrps	4642	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	2	5.842534399	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPJF01000052	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPJF01000052/index.html	cluster-1	transatpks-t1pks-nrps	4630	Burkholderia ubonensis	Proteobacteria	0	[]	58	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013405', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NKFM01000062', u'NQNB01000067', u'NQNC01000002']"	85	1	5.84742304	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LQPI01000032	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPI01000032/index.html	cluster-1	t1pks-nrps	883	Mycolicibacter nonchromogenicus	Actinobacteria	0	[]	12	"[u'AGAQ01000134', u'AUWR01000061', u'CP002329', u'LDPO01000010', u'LQOZ01000036', u'LQPG01000019', u'LT546166', u'LT906469', u'LZMF01000132', u'MVHH01000018', u'PUEV01000102']"	52	1	8.599899189	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_KB899004	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KB899004/index.html	cluster-2	t2pks-otherks-t1pks-phenazine	1615	Streptomyces sp. CNB091	Actinobacteria	0	[]	2	[u'ARJI01000039']	52	0	8.266587073	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP026746	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP026746_5298328_5666512/index.html	cluster-2	t1pks	2223	Nocardia cyriacigeorgica	Actinobacteria	0	[]	1	[]	69	2	21.94368385	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOVI01000073	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOVI01000073/index.html	cluster-1	bacteriocin-transatpks-t1pks-nrps	1990	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.823746178	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPBH01000001	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPBH01000001/index.html	cluster-1	transatpks-t1pks-nrps	4639	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	2	5.862338346	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	CP020039	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020039_1333898_1634662/index.html	cluster-3	t1pks-nrps	4472	Streptomyces sp. 3211	Actinobacteria	0	[]	8	"[u'CP020555', u'JOBU01000033', u'JOFX01000009', u'JOFY01000014', u'JOIR01000012', u'LGDI01000228', u'LGDS01000057']"	10	3	4.609082247	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	KN549162	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN549162/index.html	cluster-1	lantipeptide-t1pks-nrps	814	Streptomyces sp. M10	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	6.725460704	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPKF01000029	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPKF01000029/index.html	cluster-2	transatpks-t1pks	1990	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.746101132	FALSE	FALSE	FALSE
