target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
1,4-dihydroxy-2-naphthoyl-CoA synthase	sp_P0ABU0_MENB_ECOLI	NZ_POAG01000024	2	8678	1	[u'NZ_QHKY01000002']	8	0	0.37	0.47	1.84727752816	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_POAG01000024/index.html	cluster-2	t1pks-otherks	C5H89_RS17725	Nocardioides sp. 616	Actinobacteria	False	False	0	1	1	0	0
Lipoprotein signal peptidase	sp_P00804_LSPA_ECOLI	AP017375	0	7403	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP017375_2556033_2857256/index.html	cluster-1	t1pks	ctg1_131	Stanieria sp. NIES-3757	Cyanobacteria	False	False	0	0	0	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	FNPT01000001	1	7700	0	None	26	1	0.55	0.0	7.72378942102	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNPT01000001_1115085_1332796/index.html	cluster-1	transatpks-nrps	ctg1_74	Lysobacter sp. yr284	Proteobacteria	False	False	0	0	0	0	1
Histidyl-tRNA synthetase	DEG10180381	FOWW01000001	1	6551	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOWW01000001_721024_1029461/index.html	cluster-3	t1pks	ctg1_236	Yuhushiella deserti	Actinobacteria	False	False	0	0	1	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	JNLT01000017	0	9753	0	None	24	1	0.42	0.0	14.0968049169	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNLT01000017/index.html	cluster-2	t3pks-ladderane-t1pks-nrps	ctg1_146	Streptomyces sp. CNS654	Actinobacteria	False	False	0	0	0	0	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	NSDG01000004	2	9598	0	None	16	1	0.79	0.0	5.2793791054	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NSDG01000004/index.html	cluster-1	t1pks-nrps	CKO50_01075	Pseudoalteromonas sp. HM-SA03	Proteobacteria	False	False	0	0	1	0	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	KB891883	1	3354	0	None	72	1	0.39	0.0	13.4570470755	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB891883/index.html	cluster-2	terpene-siderophore-t1pks-nrps	ctg1_78	Streptomyces sp. MspMP-M5	Actinobacteria	False	False	1	0	0	0	0
30S ribosomal protein S16	DEG10180406	MGTY01000064	1	7808	0	None	2	1	nan	nan	8.8521981301	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGTY01000064/index.html	cluster-1	t1pks	A2X36_00900	Elusimicrobia bacterium GWA2_69_24 (subsurface metagenome)	Elusimicrobia	False	False	0	0	1	0	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	CP002399	2	2591	0	None	29	3	0.49	0.0	8.22089881718	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP002399_4530312_5200012/index.html	cluster-3	transatpks-otherks-nrps	ctg1_261	Micromonospora sp. L5	Actinobacteria	False	False	1	0	0	1	0
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	sp_P17443_MURG_ECOLI	KL662191	2	7628	1	[u'LUGL01000003']	7	1	0.52	0.15	15.0605165168	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL662191_4411685_5023497/index.html	cluster-3	t1pks	ctg1_396	[Leptolyngbya] sp. JSC-1	Cyanobacteria	False	False	0	1	1	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	FORR01000017	2	7649	0	None	17	1	0.56	0.0	9.58282810267	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FORR01000017/index.html	cluster-1	transatpks	SAMN05421852_11765	Thermoflavimicrobium dichotomicum	Firmicutes	False	False	0	0	1	0	1
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	AB097904	3	4562	0	None	17	1	0.56	0.0	7.18303192134	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AB097904/index.html	cluster-1	t1pks	BAD38879.1	Streptomyces carzinostaticus	Actinobacteria	False	False	1	0	1	0	1
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP003389	3	481	0	None	26	2	0.55	0.0	10.5091612609	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003389_2862556_3623281/index.html	cluster-2	t1pks-nrps	ctg1_217	Corallococcus coralloides DSM 2259	Proteobacteria	False	False	1	0	0	1	1
Prolyl-tRNA synthetase	DEG10180054	JAOY01000001	1	8379	0	None	9	1	-0.57	0.18	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAOY01000001_691885_993153/index.html	cluster-2	t1pks	ctg1_160	Mycobacteroides abscessus MAB_030201_1061	Actinobacteria	False	False	0	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_KV757748	1	7622	1	[u'NZ_LAGY01000076']	72	0	0.39	0.0	7.81521302806	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KV757748/index.html	cluster-1	t1pks-otherks	A4S05_RS34290	Nostoc sp. KVJ20	Cyanobacteria	False	False	0	1	0	0	0
Aspartyl-tRNA synthetase	DEG10180315	MUBK01000017	3	8346	2	[u'FN667742', u'MKGR01000017']	10	1	0.63	0.04	3.39103470239	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUBK01000017/index.html	cluster-1	t1pks-nrps	Xbed_02269	Xenorhabdus beddingii	Proteobacteria	False	False	0	1	1	0	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LJCV01000231	1	6599	0	None	72	3	0.39	0.0	7.29997148972	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LJCV01000231/index.html	cluster-1	t1pks	OK074_3156	Actinobacteria bacterium OK074	Actinobacteria	False	False	0	0	0	1	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LZMD01000070	2	6452	3	[u'LLXQ01000052', u'LQIS01000012', u'LZJE01000123']	21	1	0.82	0.0	4.52409222392	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZMD01000070/index.html	cluster-1	t1pks-nrps	A5650_13350	Mycobacterium sp. 1164985.4	Actinobacteria	False	False	0	1	0	0	1
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	JOHT01000006	1	9789	0	None	11	1	0.39	0.13	14.6292959629	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOHT01000006/index.html	cluster-1	t1pks-nrps	ctg1_77	Streptomyces sp. NRRL F-5053	Actinobacteria	False	False	0	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LQIS01000006	2	4642	1	[u'CVTB01000259']	72	1	0.39	0.0	7.71926996285	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIS01000006/index.html	cluster-2	t1pks	AU193_18115	Mycobacterium sp. GA-1285	Actinobacteria	False	False	1	1	0	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	PCOQ01000012	1	2953	0	None	72	1	0.39	0.0	8.84446415584	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PCOQ01000012/index.html	cluster-1	t1pks	CQ050_17985	Achromobacter sp. MYb9	Proteobacteria	False	False	1	0	0	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	CP025939	4	6056	1	[u'CP029465']	17	2	0.56	0.0	11.1160160539	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025939_1754675_2055937/index.html	cluster-1	transatpks	ctg1_126	Bacillus velezensis	Firmicutes	False	False	0	1	1	1	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	HE804045	1	5306	0	None	29	3	0.49	0.0	7.79327292682	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HE804045/index.html	cluster-18	transatpks-otherks-t1pks-nrps	ctg1_154	Saccharothrix espanaensis DSM 44229	Actinobacteria	False	False	0	0	0	1	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	JMCB01000034	3	2699	0	None	17	0	0.56	0.0	10.2400948157	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JMCB01000034/index.html	cluster-1	t1pks	DB31_6159	Hyalangium minutum	Proteobacteria	False	False	1	0	1	0	1
Elongation factor G	sp_P0A6M8_EFG_ECOLI	FNLF01000002	1	7558	0	None	12	1	0.45	0.19	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNLF01000002_927773_1282485/index.html	cluster-1	ladderane-t1pks-nrps	ctg1_195	Tsukamurella pulmonis	Actinobacteria	False	False	0	0	1	0	0
Elongation factor 4	sp_P60785_LEPA_ECOLI	DDQQ01000040	1	6242	0	None	5	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DDQQ01000040/index.html	cluster-1	t1pks-nrps	ctg1_145	Arcobacter sp. UBA2438 (bioreactor metagenome)	Proteobacteria	False	False	0	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	FMIC01000002	2	4737	0	None	21	0	0.82	0.0	11.9312362203	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMIC01000002_4581684_5391726/index.html	cluster-5	t1pks-nrps	ctg1_495	Micromonospora peucetia	Actinobacteria	False	False	1	0	0	0	1
Alanyl-tRNA synthetase	DEG10180418	FOGB01000012	3	5069	1	[u'KB907100']	10	1	0.88	0.0	1.54413694148	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOGB01000012/index.html	cluster-1	t1pks	SAMN03080615_03351	Amphritea atlantica	Proteobacteria	False	False	0	1	1	0	1
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	CP007219	2	7116	0	None	19	2	-0.08	0.71	15.124564357	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP007219_5575515_5902168/index.html	cluster-1	t1pks-otherks	ctg1_138	Amycolatopsis lurida NRRL 2430	Actinobacteria	False	False	0	0	1	1	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LZKI01000100	1	7954	0	None	26	1	0.55	0.0	11.3156490881	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKI01000100/index.html	cluster-1	t1pks	A5708_24970	Mycobacterium colombiense	Actinobacteria	False	False	0	0	0	0	1
Translation initiation factor	rubR1_TIF	AJ871581	3	3935	0	None	4	2	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AJ871581/index.html	cluster-1	aminocoumarin-t1pks-nrps	rubR1	Streptomyces achromogenes subsp. rubradiris	Actinobacteria	True	False	1	0	1	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	MAIS01000008	1	985	0	None	72	1	0.39	0.0	10.5589213387	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAIS01000008/index.html	cluster-1	bacteriocin-t1pks-nrps	BBG47_04675	Paenibacillus sp. KS1	Firmicutes	False	False	1	0	0	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	JH791997	1	5286	0	None	72	2	0.39	0.0	11.6428379095	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH791997/index.html	cluster-2	transatpks-t1pks-nrps	IEE_05219	Bacillus cereus BAG5X1-1	Firmicutes	False	False	0	0	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP024986	1	4820	0	None	72	1	0.39	0.0	5.0592221315	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP024986/index.html	cluster-1	butyrolactone-t2pks-t1pks-nrps	SLAV_40270	Streptomyces lavendulae subsp. lavendulae	Actinobacteria	False	False	1	0	0	0	0
Elongation factor 4	sp_P60785_LEPA_ECOLI	DHXK01000210	1	5459	0	None	5	1	nan	nan	3.59549768886	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DHXK01000210/index.html	cluster-1	transatpks	ctg1_14	Legionellales bacterium UBA5158 (soil metagenome)	Proteobacteria	False	False	0	0	1	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LFXA01000003	2	58	0	None	26	1	0.55	0.0	14.5132798586	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LFXA01000003/index.html	cluster-3	t1pks-terpene	AC230_07280	Streptomyces caatingaensis	Actinobacteria	False	False	1	0	0	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NJCW01000002	1	7479	0	None	56	1	0.63	0.0	8.51283169158	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJCW01000002/index.html	cluster-1	otherks-t1pks-PUFA-nrps	Xekj_00373	Xenorhabdus sp. KJ12.1	Proteobacteria	False	False	0	0	0	0	1
Elongation factor P	sp_P0A6N4_EFP_ECOLI	CP010271	2	3957	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP010271_2441763_3055152/index.html	cluster-1	t2pks-t1pks	ctg1_154	Mycobacterium saopaulense	Actinobacteria	False	False	1	0	1	0	0
Aspartyl-tRNA synthetase	DEG10180315	CP006872	4	4737	0	None	10	2	0.63	0.04	15.7823666443	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006872_3485231_3823535/index.html	cluster-1	transatpks-otherks-nrps	ctg1_119	Paenibacillus polymyxa SQR-21	Firmicutes	False	False	1	0	1	1	1
30S ribosomal protein S12	DEG10180510	UHIQ01000001	0	5911	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UHIQ01000001_2687606_3019550/index.html	cluster-1	t1pks	ctg1_153	Tsukamurella paurometabola	Actinobacteria	False	False	0	0	0	0	0
30S ribosomal protein S20	DEG10180004	LZLS01000197	2	7425	7	[u'BFAB01000003', u'JAGZ01000003', u'LZLQ01000015', u'LZLV01000004', u'LZSE01000029', u'LZSZ01000063', u'NKRI01000002']	8	1	0.22	0.27	4.35164394547	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLS01000197/index.html	cluster-2	t1pks	A5634_09315	Mycobacterium asiaticum	Actinobacteria	False	False	0	1	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	QJUA01000013	2	1622	0	None	20	1	0.18	0.23	13.3588207248	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QJUA01000013/index.html	cluster-1	t1pks	ctg1_37	Mycobacterium kyogaense	Actinobacteria	False	False	1	0	1	0	0
Phospho-N-acetylmuramoyl-pentapeptide-transferase	sp_P0C1R8_MRAY_STAAU	AQUZ01000004	2	2186	0	None	4	1	0.5	0.67	8.5566347581	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AQUZ01000004/index.html	cluster-1	t1pks-nrps	ctg1_37	Kribbella catacumbae DSM 19601	Actinobacteria	False	False	1	0	1	0	0
Phospho-N-acetylmuramoyl-pentapeptide-transferase	sp_P0C1R8_MRAY_STAAU	CP003284	1	9864	0	None	4	1	0.5	0.67	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003284_3559521_3869538/index.html	cluster-1	t1pks-otherks	ctg1_155	Anabaena sp. 90	Cyanobacteria	False	False	0	0	1	0	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	KB890916	2	9973	1	[u'FMCJ01000028']	19	1	-0.08	0.71	14.2542161815	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB890916/index.html	cluster-8	thiopeptide-t1pks-nrps	ctg1_549	Streptomyces sp. CcalMP-8W	Actinobacteria	False	False	0	1	1	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	FNCN01000037	2	4017	0	None	26	1	0.55	0.0	15.2229974187	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNCN01000037/index.html	cluster-1	t1pks	SAMN05421505_13710	Sinosporangium album	Actinobacteria	False	False	1	0	0	0	1
30S ribosomal protein S2	DEG10180039	PBVT01000085	0	7959	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PBVT01000085/index.html	cluster-1	t1pks	CMH54_11695	Myxococcales bacterium (marine metagenome)	Proteobacteria	False	False	0	0	0	0	0
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	NMRM01000018	2	2143	0	None	9	1	0.08	0.81	2.99832495812	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NMRM01000018/index.html	cluster-1	t1pks	CGU28_07100	Candidatus Dactylopiibacterium carminicum	Proteobacteria	False	False	1	0	1	0	0
Elongation factor G	sp_P0A6M8_EFG_ECOLI	MRYI01000005	2	2354	0	None	12	1	0.45	0.19	4.55306498619	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRYI01000005/index.html	cluster-1	t1pks	BTA51_11275	Hahella sp. CCB-MM4	Proteobacteria	False	False	1	0	1	0	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	JX679499	2	4840	0	None	15	0	0.33	0.05	9.59417830064	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JX679499/index.html	cluster-1	t1pks-arylpolyene-nrps	AFV52184.1	Streptoalloteichus sp. ATCC 53650	Actinobacteria	False	False	1	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP003642	2	6535	1	[u'LZQD01000001']	72	13	0.39	0.0	5.66487723899	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003642_2825366_3135655/index.html	cluster-2	t1pks-otherks	ctg1_124	Cylindrospermum stagnale PCC 7417	Cyanobacteria	False	False	0	1	0	1	0
Cytochrome bd-I ubiquinol oxidase subunit 2	sp_P0ABK2_CYDB_ECOLI	FSSB01000018	1	9479	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FSSB01000018/index.html	cluster-1	transatpks-t1pks-nrps	VSP9026_03106	Vibrio spartinae	Proteobacteria	False	False	0	0	1	0	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	LIWC01000007	2	638	0	None	15	1	0.33	0.05	29.0959690667	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIWC01000007/index.html	cluster-2	t1pks-nrps	AMK34_38220	Amycolatopsis sp. CB00013	Actinobacteria	False	False	1	0	1	0	0
Translation initiation factor	rubR1_TIF	CP017248	3	1442	0	None	4	3	nan	nan	0.97833911393	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP017248_6154088_6503251/index.html	cluster-2	melanin-aminocoumarin-t1pks-nrps	ctg1_131	Streptomyces puniciscabiei	Actinobacteria	False	False	1	0	1	1	0
1,4-dihydroxy-2-naphthoyl-CoA synthase	sp_P0ABU0_MENB_ECOLI	LOKT01000003	3	1172	0	None	8	2	0.37	0.47	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOKT01000003/index.html	cluster-2	t1pks-terpene-nrps	B0T36_05105	Nocardia donostiensis	Actinobacteria	False	False	1	0	1	1	0
50S ribosomal protein L2	DEG10180503	BBCG01000005	0	9333	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBCG01000005/index.html	cluster-1	nrps-transatpks-otherks	ctg1_54	Cellulosilyticum ruminicola JCM 14822	Firmicutes	False	False	0	0	0	0	0
Protein translocase subunit SecA	sp_P10408_SECA_ECOLI	CP007220	2	8659	0	None	4	2	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP007220_3507206_3808474/index.html	cluster-1	t1pks	ctg1_162	Mycobacterium chelonae CCUG 47445	Actinobacteria	False	False	0	0	1	1	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JOJM01000031	3	2381	1	[u'JODN01000004']	26	1	0.55	0.0	14.3184365306	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOJM01000031/index.html	cluster-2	t1pks	ctg1_53	Streptomyces sp. NRRL B-1347	Actinobacteria	False	False	1	1	0	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	QZFU01000036	1	453	0	None	40	0	0.33	0.0	1.28952538698	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFU01000036/index.html	cluster-2	t1pks-nrps	D5S18_26405	Nocardia sp. YIM PH 21724	Actinobacteria	False	False	1	0	0	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	BEWA01000009	1	9066	0	None	26	1	0.55	0.0	7.31947345412	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BEWA01000009/index.html	cluster-1	t1pks	ctg1_38	Streptomyces rishiriensis	Actinobacteria	False	False	0	0	0	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	MBEM01000211	1	1149	0	None	40	1	0.33	0.0	13.7436232342	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBEM01000211/index.html	cluster-1	t1pks	A5736_00080	Mycobacterium sp. SP-6446	Actinobacteria	False	False	1	0	0	0	0
Prolyl-tRNA synthetase	DEG10180054	MIET01000014	1	7508	0	None	9	1	-0.57	0.18	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MIET01000014/index.html	cluster-1	transatpks-nrps	BGP78_09485	Pseudoalteromonas sp. MSK9-3	Proteobacteria	False	False	0	0	1	0	0
Elongation factor G	sp_P0A6M8_EFG_ECOLI	PPHF01000074	1	7595	0	None	12	1	0.45	0.19	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PPHF01000074/index.html	cluster-1	t1pks	ctg1_374	Amycolatopsis sp. CA-126428	Actinobacteria	False	False	0	0	1	0	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	AAZW01000022	1	6170	0	None	11	1	0.39	0.13	7.23098995697	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AAZW01000022/index.html	cluster-1	t1pks-nrps	VSWAT3_15449	Vibrionales bacterium SWAT-3	Proteobacteria	False	False	0	0	1	0	0
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	BDGW01000048	2	9928	0	None	9	2	0.08	0.81	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDGW01000048/index.html	cluster-1	t1pks	ctg1_22	Streptomyces luteocolor	Actinobacteria	False	False	0	0	1	1	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	QCYJ01000103	1	8200	0	None	11	1	0.39	0.13	14.0177270631	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QCYJ01000103/index.html	cluster-2	butyrolactone-t1pks	ctg1_373	Nocardia sp. SYSU K10002	Actinobacteria	False	False	0	0	1	0	0
Alanyl-tRNA synthetase	DEG10180418	KB907100	3	5011	1	[u'FOGB01000012']	10	1	0.88	0.0	6.44616107606	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB907100/index.html	cluster-1	t1pks	ctg1_8	Amphritea japonica ATCC BAA-1530	Proteobacteria	False	False	0	1	1	0	1
Transcription termination factor Rho	sp_P0AG30_RHO_ECOLI	BDCI01000013	1	9888	0	None	7	1	0.09	0.87	1.11251654164	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCI01000013/index.html	cluster-1	t1pks	ctg1_22	Nocardia vulneris	Actinobacteria	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NCXP01000008	2	5440	15	[u'CP008963', u'CP022927', u'LQOK01000037', u'LQPF01000100', u'LQPJ01000141', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	9.85479705673	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCXP01000008/index.html	cluster-1	t3pks-t1pks-nrps	B8W66_09640	Mycobacterium decipiens	Actinobacteria	False	False	0	1	0	0	1
